player_id,name,team,role,age,appearances_last_season,starts_last_season,minutes_last_season,goals_last_season,assists_last_season,clean_sheets_last_season,goals_conceded_last_season,saves_last_season,penalties_scored_last_season,average_rating_last_season,fantasy_average_last_season,injury_risk,injury_risk_available,starting_probability,growth_potential,set_piece_level,data_source,notes,yellow_cards_last_season,red_cards_last_season
343287,Dailon Rocha Livramento,Verona,A,24,29,8,953,1,1,0,0,0,0,6.566,6.64,0.2,False,0.303,78,0,api_football_fixtures_2024,,2,1
133729,Tijjani Noslin,Lazio,A,26,30,8,894,2,2,0,0,0,0,6.779,7.01,0.2,False,0.286,68,0,api_football_fixtures_2024,,2,0
42315,Mehdi Taremi,Inter,A,33,26,7,816,1,2,0,0,0,1,6.907,7.08,0.2,False,0.293,28,1,api_football_fixtures_2024,,1,0
1831,Ante Rebić,Lecce,A,32,27,7,799,1,0,0,0,0,0,6.745,6.76,0.2,False,0.28,38,0,api_football_fixtures_2024,,3,1
451504,Jeff Ekhator,Genoa,A,19,24,6,787,1,1,0,0,0,0,6.666,6.81,0.2,False,0.284,95,0,api_football_fixtures_2024,,1,0
2738,Christian Gytkjær,Venezia,A,35,29,6,769,2,1,0,0,0,1,6.619,6.86,0.2,False,0.233,18,1,api_football_fixtures_2024,,0,0
39271,Ola Solbakken,Empoli,A,27,21,8,764,0,0,0,0,0,0,6.55,6.5,0.2,False,0.388,58,0,api_football_fixtures_2024,,2,0
292172,Mateo Pellegrino,Parma,A,24,13,8,745,3,1,0,0,0,0,6.766,7.46,0.2,False,0.622,78,0,api_football_fixtures_2024,,2,0
1854,Joaquín Correa,Inter,A,31,19,6,735,2,2,0,0,0,0,7.261,7.6,0.2,False,0.35,38,0,api_football_fixtures_2024,,3,0
786,Nicolò Zaniolo,Fiorentina,C,26,23,4,700,2,2,0,0,0,0,6.658,6.83,0.2,False,0.223,68,0,api_football_fixtures_2024,,6,1
330599,Iker Bravo,Udinese,A,20,29,4,688,2,1,0,0,0,0,6.683,6.87,0.2,False,0.176,95,0,api_football_fixtures_2024,,3,0
94562,Santiago Giménez,AC Milan,A,24,14,7,676,5,2,0,0,0,0,6.787,7.82,0.2,False,0.511,78,1,api_football_fixtures_2024,,3,1
161621,Loum Tchaouna,Lazio,C,22,24,6,653,1,0,0,0,0,0,6.455,6.46,0.2,False,0.266,88,0,api_football_fixtures_2024,,4,1
213,Keita Baldé,Monza,A,30,11,8,641,2,0,0,0,0,0,6.765,7.22,0.2,False,0.703,48,0,api_football_fixtures_2024,,2,0
30438,Nicolò Cambiaghi,Bologna,A,25,18,4,614,1,3,0,0,0,0,7.049,7.38,0.2,False,0.269,68,0,api_football_fixtures_2024,,0,0
30509,Andrea Belotti,Como,A,32,18,7,611,2,0,0,0,0,0,6.829,7.13,0.2,False,0.385,38,0,api_football_fixtures_2024,,1,0
2495,Duván Zapata,Torino,A,34,7,7,589,3,0,0,0,0,0,7.092,8.31,0.2,False,0.98,28,0,api_football_fixtures_2024,,1,0
26845,Anastasios Douvikas,Como,A,26,13,6,578,2,2,0,0,0,0,6.93,7.51,0.2,False,0.471,68,0,api_football_fixtures_2024,,1,0
1828,Luka Jović,AC Milan,A,28,15,6,568,2,0,0,0,0,0,6.807,7.17,0.2,False,0.406,58,0,api_football_fixtures_2024,,1,0
18830,Marko Arnautović,Inter,A,36,18,5,562,4,2,0,0,0,0,7.028,7.78,0.2,False,0.299,18,0,api_football_fixtures_2024,,1,0
3430,Caleb Ekuban,Genoa,A,31,18,3,543,1,3,0,0,0,0,6.723,7.03,0.2,False,0.217,38,0,api_football_fixtures_2024,,1,0
290536,Daniel Fila,Venezia,A,23,10,6,500,2,0,0,0,0,0,6.694,7.04,0.2,False,0.587,78,0,api_football_fixtures_2024,,3,1
9072,Mirko Marić,Venezia,A,30,18,5,476,0,0,0,0,0,0,6.549,6.55,0.2,False,0.283,48,0,api_football_fixtures_2024,,0,0
48389,Noah Okafor,AC Milan,A,25,15,5,469,1,0,0,0,0,0,6.547,6.75,0.2,False,0.338,68,0,api_football_fixtures_2024,,0,0
312985,Samuele Vignato,Monza,C,21,17,3,467,0,0,0,0,0,0,6.549,6.55,0.2,False,0.215,88,0,api_football_fixtures_2024,,0,0
30573,Leonardo Pavoletti,Cagliari,A,37,26,1,461,2,0,0,0,0,0,6.855,6.99,0.2,False,0.086,18,0,api_football_fixtures_2024,,5,0
432057,Anas Haj Mohamed,Parma,A,20,15,3,455,1,2,0,0,0,0,6.796,7.0,0.2,False,0.241,95,0,api_football_fixtures_2024,,4,0
30414,Giovanni Simeone,Napoli,A,30,30,1,440,1,1,0,0,0,0,6.592,6.71,0.2,False,0.072,48,0,api_football_fixtures_2024,,1,0
910,Alexis Sánchez,Udinese,A,37,13,6,439,0,0,0,0,0,0,6.666,6.67,0.2,False,0.436,18,0,api_football_fixtures_2024,,0,0
123,Pietro Pellegri,Empoli,A,24,11,5,413,3,0,0,0,0,0,6.943,7.63,0.2,False,0.443,78,0,api_football_fixtures_2024,,3,0
9975,Brenner,Udinese,A,25,9,5,390,1,2,0,0,0,0,6.84,7.4,0.2,False,0.533,68,0,api_football_fixtures_2024,,0,0
383006,Alieu Njie,Torino,A,20,16,0,385,1,0,0,0,0,0,6.668,6.82,0.2,False,0.08,95,0,api_football_fixtures_2024,,1,0
30879,Andrea Petagna,Monza,A,30,13,2,333,0,0,0,0,0,0,6.612,6.57,0.2,False,0.193,48,0,api_football_fixtures_2024,,1,0
25079,Silvère Ganvoula,Monza,A,29,7,4,325,0,0,0,0,0,0,6.49,6.49,0.2,False,0.555,48,0,api_football_fixtures_2024,,0,0
8643,Konan N'Dri,Lecce,A,25,11,2,313,0,0,0,0,0,0,6.634,6.63,0.2,False,0.222,68,0,api_football_fixtures_2024,,0,0
30790,Gianluca Lapadula,Cagliari,A,35,12,1,306,0,0,0,0,0,0,6.621,6.58,0.2,False,0.143,18,0,api_football_fixtures_2024,,1,0
72388,Gabriel Charpentier,Parma,A,26,10,0,266,1,2,0,0,0,0,7.105,7.55,0.2,False,0.089,68,0,api_football_fixtures_2024,,1,0
43033,Florinel Coman,Cagliari,A,27,9,2,258,1,0,0,0,0,0,6.66,6.88,0.2,False,0.251,58,0,api_football_fixtures_2024,,2,0
665,Maxwel Cornet,Genoa,C,29,7,2,242,2,1,0,0,0,0,6.908,7.91,0.2,False,0.315,48,0,api_football_fixtures_2024,,0,0
85,Cyril Ngonge,Napoli,A,25,18,1,238,0,0,0,0,0,0,6.698,6.64,0.2,False,0.083,68,0,api_football_fixtures_2024,,2,0
284242,Omari Forson,Monza,C,21,9,1,222,0,0,0,0,0,0,6.716,6.72,0.2,False,0.16,88,0,api_football_fixtures_2024,,0,0
436260,Francesco Camarda,AC Milan,A,17,10,1,214,0,0,0,0,0,0,6.72,6.72,0.2,False,0.141,95,0,api_football_fixtures_2024,,0,0
40592,Adrian Benedyczak,Parma,A,25,9,2,213,0,0,0,0,0,0,6.531,6.53,0.2,False,0.234,68,0,api_football_fixtures_2024,,0,0
443141,Kevin Martins,Monza,C,20,9,1,197,0,1,0,0,0,0,6.706,6.76,0.2,False,0.151,95,0,api_football_fixtures_2024,,1,0
287374,Emmanuel Ekong,Empoli,A,23,15,0,188,0,0,0,0,0,0,6.513,6.48,0.2,False,0.042,78,0,api_football_fixtures_2024,,1,0
106257,Alessandro Gabrielloni,Como,A,31,15,0,173,1,1,0,0,0,0,6.592,6.83,0.2,False,0.038,38,0,api_football_fixtures_2024,,1,0
452033,Lorenzo Venturino,Genoa,C,19,6,1,163,2,0,0,0,0,0,7.265,8.27,0.2,False,0.207,95,0,api_football_fixtures_2024,,0,0
408540,Kingstone Mutandwa,Cagliari,A,22,6,0,136,0,0,0,0,0,0,6.444,6.44,0.2,False,0.076,88,0,api_football_fixtures_2024,,0,0
162173,Samuel Iling Junior,Bologna,C,22,7,0,131,1,0,0,0,0,0,6.865,7.29,0.2,False,0.062,88,0,api_football_fixtures_2024,,0,0
314254,Antonio Raimondo,Venezia,A,21,9,0,116,0,0,0,0,0,0,6.344,6.34,0.2,False,0.043,88,0,api_football_fixtures_2024,,0,0
395761,Mathis Lambourde,Verona,A,19,7,0,104,1,0,0,0,0,0,6.554,6.91,0.2,False,0.05,95,0,api_football_fixtures_2024,,1,0
30570,Alberto Cerri,Como,A,29,5,0,86,0,0,0,0,0,0,6.194,6.19,0.2,False,0.057,48,0,api_football_fixtures_2024,,0,0
30849,Nicholas Pierini,Venezia,A,27,2,0,82,0,0,0,0,0,0,6.59,6.59,0.2,False,0.137,58,0,api_football_fixtures_2024,,0,0
30490,Nicola Sansone,Lecce,A,34,5,0,71,0,0,0,0,0,0,6.746,6.75,0.2,False,0.047,28,0,api_football_fixtures_2024,,0,0
177745,Faride Alidou,Verona,C,24,3,0,68,0,0,0,0,0,0,6.635,6.64,0.2,False,0.076,78,0,api_football_fixtures_2024,,0,0
1917,Mario Balotelli,Genoa,A,35,6,0,67,0,0,0,0,0,0,6.583,6.42,0.2,False,0.037,18,0,api_football_fixtures_2024,,2,0
290807,Vanja Vlahović,Atalanta,A,21,3,0,57,0,0,0,0,0,0,6.8,6.8,0.2,False,0.063,88,0,api_football_fixtures_2024,,0,0
30803,Antonín Barák,Fiorentina,C,31,1,1,55,0,0,0,0,0,0,7.3,7.3,0.2,False,0.883,38,0,api_football_fixtures_2024,,0,0
310109,David Ankeye,Genoa,A,23,4,0,47,0,0,0,0,0,0,6.496,6.5,0.2,False,0.039,78,0,api_football_fixtures_2024,,0,0
327763,Rareș Cătălin Burnete,Lecce,A,21,4,0,35,0,0,0,0,0,0,6.429,6.43,0.2,False,0.029,88,0,api_football_fixtures_2024,,0,0
471040,Alessio Cacciamani,Torino,C,18,2,0,29,0,0,0,0,0,0,6.769,6.77,0.2,False,0.048,95,0,api_football_fixtures_2024,,0,0
344165,Damián Pizarro,Udinese,A,20,2,0,24,0,0,0,0,0,0,6.4,6.4,0.2,False,0.04,95,0,api_football_fixtures_2024,,0,0
30544,Gianluca Scamacca,Atalanta,A,26,1,0,13,0,0,0,0,0,0,6.9,6.9,0.2,False,0.043,68,0,api_football_fixtures_2024,,0,0
359100,Alphadjo Cissè,Verona,C,19,2,0,12,0,0,0,0,0,0,6.9,6.9,0.2,False,0.02,95,0,api_football_fixtures_2024,,0,0
128478,Walid Cheddira,Napoli,A,27,1,0,11,0,0,0,0,0,0,6.7,6.7,0.2,False,0.037,58,0,api_football_fixtures_2024,,0,0
31060,Francesco Caputo,Empoli,A,37,1,0,10,0,0,0,0,0,0,6.3,6.3,0.2,False,0.033,18,0,api_football_fixtures_2024,,0,0
336555,Estanis Pedrola,Bologna,A,22,1,0,8,0,0,0,0,0,0,7.2,7.2,0.2,False,0.027,88,0,api_football_fixtures_2024,,0,0
1454,Mattéo Guendouzi,Lazio,C,26,37,37,3274,1,3,0,0,0,0,7.081,7.15,0.2,False,0.995,68,0,api_football_fixtures_2024,,7,0
30845,Emmanuel Gyasi,Empoli,C,31,37,37,3224,2,1,0,0,0,0,6.702,6.82,0.2,False,0.99,38,0,api_football_fixtures_2024,,5,0
2807,Remo Freuler,Bologna,C,33,37,37,3214,1,2,0,0,0,0,6.989,7.04,0.2,False,0.99,28,0,api_football_fixtures_2024,,6,0
48047,Jesper Karlström,Udinese,C,30,37,36,3189,0,3,0,0,0,0,6.761,6.72,0.2,False,0.968,48,0,api_football_fixtures_2024,,9,0
227,Angeliño,AS Roma,D,29,38,36,3188,2,1,5,0,0,0,7.11,7.28,0.2,False,0.943,48,0,api_football_fixtures_2024,,1,0
296560,Jackson Tchatchoua,Verona,D,24,36,36,3169,2,3,0,0,0,0,6.686,6.81,0.2,False,0.993,78,0,api_football_fixtures_2024,,7,1
36902,Tijjani Reijnders,AC Milan,C,27,37,36,3132,10,4,0,0,0,0,7.319,8.18,0.2,False,0.963,58,0,api_football_fixtures_2024,,2,1
15881,Morten Frendrup,Genoa,C,24,35,35,3107,2,0,0,0,0,0,6.992,7.09,0.2,False,0.996,78,0,api_football_fixtures_2024,,5,0
30432,Marten de Roon,Atalanta,C,34,36,34,3058,4,4,2,0,0,0,7.16,7.53,0.2,False,0.944,28,0,api_football_fixtures_2024,,5,0
1014,Simon Sohm,Parma,C,24,37,36,2999,4,0,0,0,0,0,6.89,7.13,0.2,False,0.951,78,0,api_football_fixtures_2024,,6,0
903,Scott McTominay,Napoli,C,29,34,33,2941,12,4,0,0,0,0,7.267,8.4,0.2,False,0.968,48,0,api_football_fixtures_2024,,3,0
10097,Éderson,Atalanta,C,26,37,32,2888,4,1,0,0,0,0,7.208,7.46,0.2,False,0.866,68,0,api_football_fixtures_2024,,5,1
30775,Giuseppe Pezzella,Empoli,D,28,35,34,2887,0,3,0,0,0,0,6.81,6.8,0.2,False,0.955,58,0,api_football_fixtures_2024,,7,0
881,Hans Nicolussi Caviglia,Venezia,C,25,35,33,2870,4,2,0,0,0,0,6.935,7.21,0.2,False,0.933,68,0,api_football_fixtures_2024,,7,1
3406,Frank Anguissa,Napoli,C,30,35,32,2857,6,4,0,0,0,0,7.109,7.67,0.2,False,0.912,48,0,api_football_fixtures_2024,,5,0
26828,Georgios Kyriakopoulos,Monza,D,29,34,33,2851,2,4,0,0,0,0,6.921,7.14,0.2,False,0.959,48,0,api_football_fixtures_2024,,5,0
30533,Manuel Locatelli,Juventus,C,27,36,34,2840,2,2,0,0,0,1,7.364,7.46,0.2,False,0.924,58,1,api_football_fixtures_2024,,9,0
31056,Samuele Ricci,Torino,C,24,34,34,2836,1,1,0,0,0,0,6.861,6.83,0.2,False,0.978,78,0,api_football_fixtures_2024,,8,1
128461,Nadir Zortea,Cagliari,D,26,35,33,2736,6,2,0,0,0,0,6.682,7.22,0.2,False,0.921,68,0,api_football_fixtures_2024,,2,0
30784,Nicolò Rovella,Lazio,C,24,33,31,2728,0,3,0,0,0,0,7.137,7.03,0.2,False,0.933,78,0,api_football_fixtures_2024,,13,0
30822,Tommaso Augello,Cagliari,D,31,38,30,2723,0,7,1,0,0,0,6.948,7.09,0.2,False,0.791,38,0,api_football_fixtures_2024,,3,0
30937,Mattia Zaccagni,Lazio,C,30,34,33,2706,8,6,0,0,0,2,7.406,8.14,0.2,False,0.945,48,2,api_football_fixtures_2024,,10,0
350037,Nico Paz,Como,C,21,35,30,2699,6,8,0,0,0,0,7.272,7.93,0.2,False,0.857,88,1,api_football_fixtures_2024,,6,0
30768,Pedro Pereira,Monza,D,28,35,32,2691,1,3,0,0,0,0,6.628,6.66,0.2,False,0.896,58,0,api_football_fixtures_2024,,10,0
1748,Lassana Coulibaly,Lecce,C,29,38,30,2678,1,0,0,0,0,0,6.741,6.78,0.2,False,0.788,48,0,api_football_fixtures_2024,,3,0
47439,Stanislav Lobotka,Napoli,C,31,32,31,2647,0,1,0,0,0,0,7.084,7.07,0.2,False,0.954,38,0,api_football_fixtures_2024,,3,0
31624,Gabriel Strefezza,Como,C,28,37,32,2632,6,4,0,0,0,0,7.207,7.73,0.2,False,0.843,58,0,api_football_fixtures_2024,,5,0
162266,Lucas Da Cunha,Como,C,24,36,30,2625,3,2,0,0,0,0,7.259,7.51,0.2,False,0.826,78,0,api_football_fixtures_2024,,4,0
302432,Alessandro Bianco,Monza,C,23,35,29,2622,1,0,0,0,0,0,6.816,6.77,0.2,False,0.83,78,0,api_football_fixtures_2024,,9,0
22147,Manu Koné,AS Roma,C,24,34,31,2582,2,1,0,0,0,0,6.952,7.07,0.2,False,0.891,78,0,api_football_fixtures_2024,,6,0
51266,Gianluca Busio,Venezia,C,23,33,28,2531,2,0,0,0,0,0,6.834,6.96,0.2,False,0.85,78,0,api_football_fixtures_2024,,4,0
36916,Kingsley Ehizibue,Udinese,D,30,33,30,2510,0,1,3,0,0,0,6.808,6.76,0.2,False,0.89,48,0,api_football_fixtures_2024,,5,0
22254,Youssouf Fofana,AC Milan,C,26,35,29,2509,1,6,0,0,0,0,6.941,7.13,0.2,False,0.819,68,0,api_football_fixtures_2024,,5,0
91422,Raoul Bellanova,Atalanta,D,25,35,28,2495,0,9,1,0,0,0,7.028,7.24,0.2,False,0.798,68,0,api_football_fixtures_2024,,3,0
17,Christian Pulišić,AC Milan,C,27,34,29,2489,11,9,0,0,0,3,7.324,8.54,0.2,False,0.841,58,3,api_football_fixtures_2024,,1,0
89520,Mikael Ellertsson,Venezia,C,23,36,29,2480,2,2,0,0,0,0,6.86,7.05,0.2,False,0.794,78,0,api_football_fixtures_2024,,2,0
30558,Nicolò Barella,Inter,C,28,33,29,2462,3,6,0,0,0,0,7.308,7.7,0.2,False,0.864,58,0,api_football_fixtures_2024,,4,0
30505,Michel Ndary Adopo,Cagliari,C,25,35,27,2417,1,1,0,0,0,0,6.796,6.81,0.2,False,0.77,68,0,api_football_fixtures_2024,,5,1
1457,Henrikh Mkhitaryan,Inter,C,36,32,30,2410,1,4,0,0,0,0,7.094,7.25,0.2,False,0.907,18,0,api_football_fixtures_2024,,4,0
339883,Kenan Yıldız,Juventus,A,20,35,28,2408,7,4,0,0,0,0,7.377,8.03,0.2,False,0.789,95,0,api_football_fixtures_2024,,2,1
25349,Ondrej Duda,Verona,C,31,28,27,2403,1,3,0,0,0,0,7.025,6.99,0.2,False,0.961,38,0,api_football_fixtures_2024,,12,1
30932,Liam Henderson,Empoli,C,29,36,27,2345,0,4,0,0,0,0,6.813,6.78,0.2,False,0.742,48,0,api_football_fixtures_2024,,10,0
116,Khéphren Thuram,Juventus,C,24,35,26,2337,4,5,0,0,0,0,7.144,7.56,0.2,False,0.743,78,0,api_football_fixtures_2024,,5,0
22236,Rafael Leão,AC Milan,A,26,34,25,2330,8,8,0,0,0,0,7.242,8.11,0.2,False,0.743,68,0,api_football_fixtures_2024,,5,0
7591,Sandi Lovrić,Udinese,C,27,36,31,2326,2,3,0,0,0,0,6.943,7.12,0.2,False,0.818,58,0,api_football_fixtures_2024,,5,0
25353,Valentino Lazaro,Torino,D,29,33,26,2322,0,6,0,0,0,0,6.773,6.86,0.2,False,0.786,48,0,api_football_fixtures_2024,,6,0
