player_id,name,team,role,age,appearances_last_season,starts_last_season,minutes_last_season,goals_last_season,assists_last_season,clean_sheets_last_season,goals_conceded_last_season,saves_last_season,penalties_faced_last_season,penalties_saved_last_season,penalties_scored_last_season,penalties_missed_last_season,rating_matches,rating_coverage,average_rating_last_season,fantasy_average_last_season,injury_risk,injury_risk_available,starting_probability,set_piece_level,data_source,notes,yellow_cards_last_season,red_cards_last_season,performance_raw,performance_score,starting_score,bonus_raw,bonus_per_90,bonus_percentile,bonus_score,reliability_score,overall_score,overall_rank,role_rank
161859,Gaetano Oristanio,Venezia,C,23,37,29,2333,3,3,0,0,0,0,0,0,0,37,1.0,6.736,7.02,0.2,False,0.7631578947368421,0,api_football_fixtures_2024,,3,0,6.783419272819731,36.07,76.32,10.5,0.4050578654093442,69.56521739130434,64.12,97.37,62.34,142,43
311067,Santiago Castro,Bologna,A,21,36,27,2305,8,4,0,0,0,0,0,0,1,36,1.0,6.978,7.66,0.2,False,0.7105263157894737,1,api_football_fixtures_2024,,7,0,6.93276800976801,61.89,71.05,21.5,0.8394793926247288,62.06896551724138,58.68,94.74,68.3,92,22
21509,Marcus Thuram,Inter,A,28,32,27,2298,14,4,0,0,0,0,0,0,0,32,1.0,7.356,8.78,0.2,False,0.7105263157894737,0,api_football_fixtures_2024,,1,0,7.161904010519395,87.57,71.05,45.5,1.7819843342036552,93.10344827586206,80.97,84.21,81.29,18,4
18767,Ademola Lookman,Atalanta,A,28,31,28,2263,15,5,0,0,0,0,0,1,0,31,1.0,7.383,8.93,0.2,False,0.7368421052631579,1,api_football_fixtures_2024,,4,0,7.174509971509972,88.51,73.68,48.0,1.9089703932832525,95.6896551724138,82.69,81.58,82.31,14,3
263481,Lorenzo Colombo,Empoli,A,23,37,26,2249,6,2,0,0,0,0,0,1,0,37,1.0,6.847,7.29,0.2,False,0.6842105263157895,1,api_football_fixtures_2024,,5,1,6.848526465736993,49.58,68.42,16.5,0.6602934637616719,45.689655172413794,46.92,97.37,60.79,150,30
6931,Liberato Cacace,Empoli,D,25,33,24,2234,2,4,0,0,0,0,0,0,0,32,0.97,6.707,6.92,0.2,False,0.631578947368421,0,api_football_fixtures_2024,,6,0,6.769835848362164,33.14,63.16,7.0,0.2820053715308863,89.04761904761904,77.83,84.21,59.48,167,69
30603,Dany Mota,Monza,A,27,31,24,2111,5,2,0,0,0,0,0,0,0,31,1.0,6.946,7.45,0.2,False,0.631578947368421,0,api_football_fixtures_2024,,3,0,6.908882520529579,58.46,63.16,15.5,0.6608242539081004,46.55172413793103,47.58,81.58,60.38,157,32
194837,Tomáš Suslov,Verona,C,23,31,27,2097,0,1,0,0,0,0,0,0,0,31,1.0,6.899,6.79,0.2,False,0.7105263157894737,0,api_football_fixtures_2024,,7,1,6.888076442171071,52.74,71.05,-3.5,-0.15021459227467812,10.628019323671497,22.45,81.58,54.07,224,79
147859,Charles De Ketelaere,Atalanta,A,24,36,25,2080,7,7,0,0,0,0,0,0,0,36,1.0,7.224,7.99,0.2,False,0.6578947368421053,0,api_football_fixtures_2024,,1,0,7.090910866910867,81.33,65.79,27.5,1.189903846153846,78.44827586206897,69.86,94.74,76.59,40,9
1649,Patrick Cutrone,Como,A,27,33,23,2053,7,4,0,0,0,0,0,0,1,33,1.0,7.066,7.81,0.2,False,0.6052631578947368,1,api_football_fixtures_2024,,1,0,6.985000161264312,69.03,60.53,21.5,0.9425231368728689,71.55172413793103,64.98,86.84,68.56,89,21
1922,Florian Thauvin,Udinese,A,32,25,24,1971,8,3,0,0,0,0,0,1,2,25,1.0,7.259,8.34,0.2,False,0.631578947368421,2,api_football_fixtures_2024,,0,0,7.077822412155745,79.99,63.16,21.0,0.958904109589041,72.41379310344827,65.39,65.79,70.0,79,17
6662,Santiago Pierotti,Lecce,A,24,36,22,1947,4,2,0,0,0,0,0,0,0,36,1.0,6.778,7.06,0.2,False,0.5789473684210527,0,api_football_fixtures_2024,,6,1,6.804196581196581,43.05,57.89,10.0,0.4622496147919877,32.758620689655174,38.21,94.74,53.3,227,43
236955,Amin Sarr,Verona,A,24,32,25,1918,4,1,0,0,0,0,0,0,0,31,0.969,6.795,7.19,0.2,False,0.6578947368421053,0,api_football_fixtures_2024,,1,0,6.817098206804089,44.94,65.79,12.5,0.586548488008342,41.37931034482759,44.13,81.58,55.45,204,40
323936,Matías Soulé,AS Roma,A,22,27,22,1799,5,5,0,0,0,0,0,0,0,27,1.0,7.343,8.03,0.2,False,0.5789473684210527,0,api_football_fixtures_2024,,3,0,7.133787415893798,85.3,57.89,18.5,0.9255141745414119,69.82758620689656,63.22,71.05,70.79,68,13
30415,Dušan Vlahović,Juventus,A,25,29,21,1798,10,4,0,0,0,0,0,4,0,29,1.0,6.946,8.07,0.2,False,0.5526315789473685,3,api_football_fixtures_2024,,3,0,6.907367521367521,58.24,55.26,32.5,1.6268075639599557,91.37931034482759,77.58,76.32,65.04,120,25
30460,Gianluca Caprari,Monza,A,32,34,18,1662,3,2,0,0,0,0,0,2,0,33,0.971,6.988,7.27,0.2,False,0.4736842105263157,2,api_football_fixtures_2024,,3,0,6.936434123528463,62.4,47.37,9.5,0.5144404332129964,37.06896551724138,41.61,86.84,57.11,189,36
986,Joel Pohjanpalo,Venezia,A,31,20,19,1615,6,0,0,0,0,0,0,3,1,20,1.0,7.001,7.88,0.2,False,0.5,3,api_football_fixtures_2024,,1,0,6.926175213675213,60.95,50.0,14.5,0.8080495356037151,56.896551724137936,54.43,52.63,55.33,207,41
140831,Zito Luvumbo,Cagliari,A,23,26,19,1614,2,2,0,0,0,0,0,0,0,26,1.0,6.759,7.03,0.2,False,0.5,0,api_football_fixtures_2024,,2,0,6.799152359717577,42.31,50.0,7.0,0.39033457249070636,30.17241379310345,37.27,68.42,46.89,292,53
134926,Daniel Maldini,Monza,C,24,30,18,1571,6,0,0,0,0,0,0,0,0,30,1.0,6.89,7.41,0.2,False,0.4736842105263157,0,api_football_fixtures_2024,,5,0,6.882457971014492,51.83,47.37,15.5,0.8879694462126034,88.88888888888889,74.72,78.95,60.51,153,47
31692,Milan Đurić,Monza,A,35,27,16,1554,5,1,0,0,0,0,0,0,0,26,0.963,6.995,7.51,0.2,False,0.4210526315789473,0,api_football_fixtures_2024,,4,0,6.9325436640654035,61.85,42.11,14.0,0.8108108108108109,58.620689655172406,55.46,68.42,56.3,195,37
162703,Casper Tengstedt,Verona,A,25,25,20,1531,6,1,0,0,0,0,0,1,0,25,1.0,6.821,7.54,0.2,False,0.5263157894736842,1,api_football_fixtures_2024,,2,0,6.834489078822412,47.5,52.63,18.0,1.0581319399085565,74.13793103448276,65.2,65.79,55.95,200,38
286474,Matteo Cancellieri,Parma,A,23,27,19,1440,3,0,0,0,0,0,0,0,0,27,1.0,6.784,7.04,0.2,False,0.5,0,api_football_fixtures_2024,,2,1,6.812659756319331,44.28,50.0,7.0,0.4375,31.896551724137932,38.86,71.05,48.37,279,51
875,Paulo Dybala,AS Roma,A,32,24,16,1420,6,3,0,0,0,0,0,3,0,23,0.958,7.598,8.43,0.2,False,0.4210526315789473,2,api_football_fixtures_2024,,2,0,7.2507211290001985,93.11,42.11,20.0,1.267605633802817,82.75862068965517,70.05,60.53,69.71,81,18
340700,Jacopo Fazzini,Empoli,C,22,20,16,1393,4,1,0,0,0,0,0,0,0,20,1.0,7.089,7.64,0.2,False,0.4210526315789473,0,api_football_fixtures_2024,,2,1,6.980072463768116,67.1,42.11,11.0,0.7106963388370423,84.05797101449275,70.69,52.63,59.58,165,54
59421,Daniel Mosquera,Verona,A,26,35,12,1371,5,1,0,0,0,0,0,0,0,35,1.0,6.856,7.26,0.2,False,0.3157894736842105,0,api_football_fixtures_2024,,4,0,6.8543092463092465,50.44,31.58,14.0,0.9190371991247266,68.10344827586206,60.93,92.11,54.6,218,42
281408,Vitinha,Genoa,A,25,25,16,1338,2,3,0,0,0,0,0,0,0,24,0.96,6.772,7.09,0.2,False,0.4210526315789473,0,api_football_fixtures_2024,,2,0,6.808068376068376,43.61,42.11,8.0,0.5381165919282511,38.793103448275865,43.3,63.16,46.09,305,56
2522,Antonio Sanabria,Torino,A,29,26,16,1331,2,1,0,0,0,0,0,0,1,24,0.923,6.714,6.95,0.2,False,0.4210526315789473,1,api_football_fixtures_2024,,2,0,6.7764320124320125,39.04,42.11,3.0,0.20285499624342598,28.448275862068968,37.14,63.16,42.95,337,64
552,David Neres,Napoli,C,28,28,13,1294,2,4,0,0,0,0,0,0,0,28,1.0,7.056,7.39,0.2,False,0.3421052631578947,0,api_football_fixtures_2024,,1,0,6.978977053140096,66.94,34.21,9.5,0.6607418856259659,82.6086956521739,69.23,73.68,60.34,158,49
2799,Albert Guðmundsson,Fiorentina,A,28,24,16,1285,6,1,0,0,0,0,0,2,0,24,1.0,6.98,7.73,0.2,False,0.4210526315789473,2,api_football_fixtures_2024,,2,0,6.9215229215229215,60.28,42.11,18.0,1.2607003891050583,81.89655172413794,68.76,63.16,58.29,176,33
30629,Nicolas Viola,Cagliari,C,36,27,18,1280,3,1,0,0,0,0,0,0,0,26,0.963,6.878,7.21,0.2,False,0.4736842105263157,0,api_football_fixtures_2024,,2,0,6.875019533711405,50.63,47.37,9.0,0.6328125,82.1256038647343,68.86,68.42,57.04,191,66
25414,John Yeboah,Venezia,C,25,33,11,1231,1,1,0,0,0,0,0,0,0,33,1.0,6.753,6.78,0.2,False,0.2894736842105263,0,api_football_fixtures_2024,,6,0,6.7975829915231065,38.25,28.95,1.0,0.07311129163281885,42.51207729468599,45.67,86.84,45.07,312,114
483,Khvicha Kvaratskhelia,Napoli,A,24,17,15,1187,5,3,0,0,0,0,0,1,0,17,1.0,7.384,8.41,0.2,False,0.3947368421052631,1,api_football_fixtures_2024,,1,0,7.096081312081312,81.84,39.47,17.5,1.3268744734625104,84.48275862068965,69.61,44.74,62.63,140,28
19194,Tammy Abraham,AC Milan,A,28,29,12,1183,3,4,0,0,0,0,0,1,1,27,0.931,6.704,7.13,0.2,False,0.3157894736842105,2,api_football_fixtures_2024,,1,0,6.76670230951082,37.66,31.58,9.5,0.7227387996618766,52.58620689655172,51.47,71.05,44.6,318,58
21104,Randal Kolo Muani,Juventus,A,27,16,13,1164,8,1,0,0,0,0,0,1,0,16,1.0,7.13,8.69,0.2,False,0.3421052631578947,1,api_football_fixtures_2024,,0,0,6.975194681861348,67.73,34.21,25.0,1.9329896907216495,96.55172413793103,76.25,42.11,57.64,186,35
93016,Thijs Dallinga,Bologna,A,25,31,11,1163,3,2,0,0,0,0,0,0,0,28,0.903,6.811,7.15,0.2,False,0.2894736842105263,0,api_football_fixtures_2024,,1,0,6.827812678062678,46.52,28.95,10.5,0.8125537403267412,59.48275862068966,55.35,73.68,48.41,277,50
30789,Christian Kouamé,Fiorentina,A,28,26,10,1127,1,1,0,0,0,0,0,0,0,25,0.962,6.948,7.08,0.2,False,0.2631578947368421,0,api_football_fixtures_2024,,1,0,6.905044634377968,57.91,26.32,3.5,0.2795031055900621,29.310344827586203,38.5,65.79,46.34,301,54
48193,Pontus Almqvist,Parma,A,26,29,10,1120,1,1,0,0,0,0,0,0,0,28,0.966,6.699,6.75,0.2,False,0.2631578947368421,0,api_football_fixtures_2024,,5,0,6.7624793447293445,37.06,26.32,1.5,0.12053571428571429,25.862068965517242,36.62,73.68,39.76,366,72
30543,Giacomo Raspadori,Napoli,A,25,26,11,1119,6,1,0,0,0,0,0,0,0,25,0.962,7.294,8.01,0.2,False,0.2894736842105263,0,api_football_fixtures_2024,,1,0,7.097266856600189,81.96,28.95,18.5,1.487935656836461,88.79310344827587,71.5,65.79,63.66,126,26
791,Stephan El Shaarawy,AS Roma,C,33,31,12,1119,3,4,0,0,0,0,0,0,0,29,0.935,7.081,7.47,0.2,False,0.3157894736842105,0,api_football_fixtures_2024,,2,0,6.995344868382135,69.31,31.58,12.0,0.9651474530831099,90.82125603864735,72.62,76.32,61.76,144,44
53535,Eldor Shomurodov,AS Roma,A,30,27,11,1117,4,4,0,0,0,0,0,0,0,26,0.963,6.878,7.45,0.2,False,0.2894736842105263,0,api_football_fixtures_2024,,1,0,6.866413229282794,52.23,28.95,15.5,1.2488809310653537,81.03448275862068,67.19,68.42,52.58,236,45
31532,Patrick Ciurria,Monza,C,30,21,12,1117,1,1,0,0,0,0,0,0,0,21,1.0,6.902,7.07,0.2,False,0.3157894736842105,0,api_football_fixtures_2024,,1,0,6.886948745139626,52.56,31.58,3.5,0.2820053715308863,60.86956521739131,56.02,55.26,48.59,275,101
59,Álvaro Morata,AC Milan,A,33,16,13,1105,5,0,0,0,0,0,0,0,0,16,1.0,6.985,7.77,0.2,False,0.3421052631578947,0,api_football_fixtures_2024,,5,0,6.910750237416904,58.73,34.21,12.5,1.0180995475113122,73.27586206896551,62.83,42.11,51.13,248,47
2299,Pedro,Lazio,A,38,30,6,1093,10,1,0,0,0,0,0,2,0,29,0.967,7.14,8.14,0.2,False,0.1578947368421052,2,api_football_fixtures_2024,,2,0,7.022183847898133,73.72,15.79,30.0,2.4702653247941444,99.13793103448276,76.95,76.32,60.43,155,31
19185,Keinan Davis,Udinese,A,27,23,10,1071,2,1,0,0,0,0,0,0,0,22,0.957,6.986,7.25,0.2,False,0.2631578947368421,0,api_football_fixtures_2024,,2,0,6.921881155881156,60.34,26.32,6.0,0.5042016806722689,36.206896551724135,42.51,57.89,47.01,289,52
1278,Yann Karamoh,Torino,A,27,29,10,1058,0,1,0,0,0,0,0,0,0,28,0.966,6.555,6.56,0.2,False,0.2631578947368421,0,api_football_fixtures_2024,,2,0,6.678479344729345,26.03,26.32,0.0,0.0,14.224137931034484,30.67,73.68,34.41,421,84
343287,Dailon Rocha Livramento,Verona,A,24,29,8,953,1,1,0,0,0,0,0,0,0,28,0.966,6.566,6.64,0.2,False,0.2105263157894736,0,api_football_fixtures_2024,,2,1,6.684896011396011,26.81,21.05,2.0,0.1888772298006296,27.586206896551722,38.47,73.68,35.32,409,81
133729,Tijjani Noslin,Lazio,A,26,30,8,894,2,2,0,0,0,0,0,0,0,27,0.9,6.779,7.01,0.2,False,0.2105263157894736,0,api_football_fixtures_2024,,2,0,6.8097874158937985,43.86,21.05,7.0,0.7046979865771812,50.0,50.0,71.05,43.77,330,62
42315,Mehdi Taremi,Inter,A,33,26,7,816,1,2,0,0,0,0,0,1,0,24,0.923,6.907,7.08,0.2,False,0.1842105263157894,1,api_football_fixtures_2024,,1,0,6.881704739704739,54.49,18.42,4.5,0.4963235294117647,35.3448275862069,43.03,63.16,43.91,328,60
1831,Ante Rebić,Lecce,A,32,27,7,799,1,0,0,0,0,0,0,0,0,25,0.926,6.745,6.76,0.2,False,0.1842105263157894,0,api_football_fixtures_2024,,3,1,6.79226685660019,41.31,18.42,0.5,0.056320400500625784,24.137931034482758,37.84,65.79,38.39,381,75
451504,Jeff Ekhator,Genoa,A,19,24,6,787,1,1,0,0,0,0,0,0,0,24,1.0,6.666,6.81,0.2,False,0.1578947368421052,0,api_football_fixtures_2024,,1,0,6.750250194250194,35.36,15.79,3.5,0.40025412960609913,31.03448275862069,41.15,63.16,36.09,404,79
2738,Christian Gytkjær,Venezia,A,35,29,6,769,2,1,0,0,0,0,0,1,0,26,0.897,6.619,6.86,0.2,False,0.1578947368421052,1,api_football_fixtures_2024,,0,0,6.720021924934969,31.28,15.79,7.0,0.8192457737321196,61.206896551724135,55.16,68.42,38.95,376,74
39271,Ola Solbakken,Empoli,A,27,21,8,764,0,0,0,0,0,0,0,0,0,21,1.0,6.55,6.5,0.2,False,0.2105263157894736,0,api_football_fixtures_2024,,2,0,6.697000208463622,28.32,21.05,-1.0,-0.11780104712041886,4.310344827586207,29.02,55.26,30.72,474,93
292172,Mateo Pellegrino,Parma,A,24,13,8,745,3,1,0,0,0,0,0,0,0,13,1.0,6.766,7.46,0.2,False,0.2105263157894736,0,api_football_fixtures_2024,,2,0,6.817727531727532,45.03,21.05,9.0,1.087248322147651,75.0,61.32,34.21,41.49,350,68
1854,Joaquín Correa,Inter,A,31,19,6,735,2,2,0,0,0,0,0,0,0,19,1.0,7.261,7.6,0.2,False,0.1578947368421052,0,api_football_fixtures_2024,,3,0,7.050923296077142,77.08,15.79,6.5,0.7959183673469389,55.172413793103445,52.33,50.0,51.51,244,46
786,Nicolò Zaniolo,Fiorentina,C,26,23,4,700,2,2,0,0,0,0,0,0,0,22,0.957,6.658,6.83,0.2,False,0.1052631578947368,0,api_football_fixtures_2024,,6,1,6.759497584541063,32.5,10.53,4.0,0.5142857142857142,74.8792270531401,60.88,57.89,37.91,389,144
330599,Iker Bravo,Udinese,A,20,29,4,688,2,1,0,0,0,0,0,0,0,29,1.0,6.683,6.87,0.2,False,0.1052631578947368,0,api_football_fixtures_2024,,3,0,6.751714460143031,35.56,10.53,5.5,0.7194767441860466,51.724137931034484,50.75,76.32,39.21,371,73
94562,Santiago Giménez,AC Milan,A,24,14,7,676,5,2,0,0,0,0,0,0,1,14,1.0,6.787,7.82,0.2,False,0.1842105263157894,1,api_football_fixtures_2024,,3,1,6.8248531925590745,46.08,18.42,11.5,1.5310650887573964,90.51724137931035,67.38,36.84,43.1,335,63
161621,Loum Tchaouna,Lazio,C,22,24,6,653,1,0,0,0,0,0,0,0,0,23,0.958,6.455,6.46,0.2,False,0.1578947368421052,0,api_football_fixtures_2024,,4,1,6.64855578024941,18.29,15.79,0.0,0.0,31.642512077294686,42.28,60.53,30.0,493,175
213,Keita Baldé,Monza,A,30,11,8,641,2,0,0,0,0,0,0,0,0,11,1.0,6.765,7.22,0.2,False,0.2105263157894736,0,api_football_fixtures_2024,,2,0,6.820709953129308,45.47,21.05,5.0,0.702028081123245,49.137931034482754,49.64,28.95,37.93,388,77
30438,Nicolò Cambiaghi,Bologna,A,25,18,4,614,1,3,0,0,0,0,0,0,0,18,1.0,7.049,7.38,0.2,False,0.1052631578947368,0,api_football_fixtures_2024,,0,0,6.944973909131804,63.6,10.53,6.0,0.8794788273615635,66.37931034482759,56.64,47.37,46.16,303,55
30509,Andrea Belotti,Como,A,32,18,7,611,2,0,0,0,0,0,0,0,0,17,0.944,6.829,7.13,0.2,False,0.1842105263157894,0,api_football_fixtures_2024,,1,0,6.841081312081312,48.48,18.42,5.5,0.8101472995090017,57.758620689655174,53.14,44.74,41.57,348,67
2495,Duván Zapata,Torino,A,34,7,7,589,3,0,0,0,0,0,0,0,0,7,1.0,7.092,8.31,0.2,False,0.1842105263157894,0,api_football_fixtures_2024,,1,0,6.913741057296613,59.17,18.42,8.5,1.298811544991511,83.62068965517241,63.3,18.42,43.9,329,61
26845,Anastasios Douvikas,Como,A,26,13,6,578,2,2,0,0,0,0,0,0,0,12,0.923,6.93,7.51,0.2,False,0.1578947368421052,0,api_football_fixtures_2024,,1,0,6.880844017094017,54.36,15.79,7.5,1.1678200692041523,77.58620689655173,60.79,31.58,42.91,338,65
1828,Luka Jović,AC Milan,A,28,15,6,568,2,0,0,0,0,0,0,0,0,15,1.0,6.807,7.17,0.2,False,0.1578947368421052,0,api_football_fixtures_2024,,1,0,6.832343101343102,47.19,15.79,5.5,0.8714788732394365,65.51724137931035,56.0,39.47,40.38,359,71
18830,Marko Arnautović,Inter,A,36,18,5,562,4,2,0,0,0,0,0,0,0,17,0.944,7.028,7.78,0.2,False,0.131578947368421,0,api_football_fixtures_2024,,1,0,6.932513744513744,61.85,13.16,13.5,2.1619217081850532,97.41379310344827,68.23,44.74,48.7,272,49
3430,Caleb Ekuban,Genoa,A,31,18,3,543,1,3,0,0,0,0,0,0,0,18,1.0,6.723,7.03,0.2,False,0.0789473684210526,0,api_football_fixtures_2024,,1,0,6.790552856500224,41.06,7.89,5.5,0.9116022099447514,67.24137931034483,56.49,47.37,37.57,395,78
290536,Daniel Fila,Venezia,A,23,10,6,500,2,0,0,0,0,0,0,0,0,10,1.0,6.694,7.04,0.2,False,0.1578947368421052,0,api_football_fixtures_2024,,3,1,6.798900284900284,42.27,15.79,3.5,0.63,43.96551724137931,47.84,26.32,34.65,416,83
9072,Mirko Marić,Venezia,A,30,18,5,476,0,0,0,0,0,0,0,0,0,17,0.944,6.549,6.55,0.2,False,0.131578947368421,0,api_football_fixtures_2024,,0,0,6.712432663432663,30.29,13.16,0.0,0.0,14.224137931034484,37.62,44.74,30.01,491,98
48389,Noah Okafor,AC Milan,A,25,15,5,469,1,0,0,0,0,0,0,0,0,15,1.0,6.547,6.75,0.2,False,0.131578947368421,0,api_football_fixtures_2024,,0,0,6.72091452991453,31.4,13.16,3.0,0.5756929637526652,39.6551724137931,46.46,39.47,31.81,458,87
312985,Samuele Vignato,Monza,C,21,17,3,467,0,0,0,0,0,0,0,0,0,15,0.882,6.549,6.55,0.2,False,0.0789473684210526,0,api_football_fixtures_2024,,0,0,6.73308281573499,28.74,7.89,0.0,0.0,31.642512077294686,43.73,39.47,28.89,534,192
30573,Leonardo Pavoletti,Cagliari,A,37,26,1,461,2,0,0,0,0,0,0,0,0,25,0.962,6.855,6.99,0.2,False,0.0263157894736842,0,api_football_fixtures_2024,,5,0,6.853377967711301,50.3,2.63,3.5,0.6832971800433839,47.41379310344828,49.12,65.79,40.41,358,70
432057,Anas Haj Mohamed,Parma,A,20,15,3,455,1,2,0,0,0,0,0,0,0,15,1.0,6.796,7.0,0.2,False,0.0789473684210526,0,api_football_fixtures_2024,,4,0,6.827628815628816,46.49,7.89,3.0,0.5934065934065934,42.241379310344826,47.39,39.47,36.01,405,80
30414,Giovanni Simeone,Napoli,A,30,30,1,440,1,1,0,0,0,0,0,0,0,27,0.9,6.592,6.71,0.2,False,0.0263157894736842,0,api_football_fixtures_2024,,1,0,6.702361883978905,28.99,2.63,3.5,0.7159090909090908,50.86206896551724,50.28,71.05,34.03,430,85
910,Alexis Sánchez,Udinese,A,37,13,6,439,0,0,0,0,0,0,0,0,0,13,1.0,6.666,6.67,0.2,False,0.1578947368421052,0,api_football_fixtures_2024,,0,0,6.778333592333592,39.31,15.79,0.0,0.0,14.224137931034484,38.27,34.21,32.4,446,86
123,Pietro Pellegri,Empoli,A,24,11,5,413,3,0,0,0,0,0,0,0,0,10,0.909,6.943,7.63,0.2,False,0.131578947368421,0,api_football_fixtures_2024,,3,0,6.881900284900285,54.52,13.16,7.5,1.6343825665859564,92.24137931034483,63.29,26.32,42.14,343,66
9975,Brenner,Udinese,A,25,9,5,390,1,2,0,0,0,0,0,0,0,8,0.889,6.84,7.4,0.2,False,0.131578947368421,0,api_football_fixtures_2024,,0,0,6.848107448107448,49.52,13.16,5.0,1.1538461538461537,76.72413793103449,58.08,21.05,38.3,384,76
383006,Alieu Njie,Torino,A,20,16,0,385,1,0,0,0,0,0,0,0,0,14,0.875,6.668,6.82,0.2,False,0.0,0,api_football_fixtures_2024,,1,0,6.775853192559075,38.95,0.0,2.5,0.5844155844155845,40.51724137931034,47.16,36.84,30.95,470,91
30879,Andrea Petagna,Monza,A,30,13,2,333,0,0,0,0,0,0,0,0,0,11,0.846,6.612,6.57,0.2,False,0.0526315789473684,0,api_football_fixtures_2024,,1,0,6.766419630548663,37.62,5.26,-0.5,-0.13513513513513514,3.4482758620689653,37.43,28.95,28.18,551,109
