player_id,name,team,role,age,appearances_last_season,starts_last_season,minutes_last_season,goals_last_season,assists_last_season,clean_sheets_last_season,goals_conceded_last_season,saves_last_season,penalties_scored_last_season,average_rating_last_season,fantasy_average_last_season,injury_risk,injury_risk_available,starting_probability,growth_potential,set_piece_level,data_source,notes,yellow_cards_last_season,red_cards_last_season,performance_raw,performance_score,starting_score,bonus_raw,bonus_score,reliability_score,potential_score,overall_score,overall_rank,role_rank,base_price,recommended_min,recommended_price,recommended_max,absolute_max,market_coverage,price_rank
1922,Florian Thauvin,Udinese,A,32,25,24,1971,8,3,0,0,0,1,7.259,8.34,0.2,False,0.631578947368421,38,2,api_football_fixtures_2024,,0,0,7.961650000000001,64.96,63.16,34.0,34.34,73.93,38,57.04,193,19,38.92,35,39,43,47,100.0,19
6662,Santiago Pierotti,Lecce,A,24,36,22,1947,4,2,0,0,0,0,6.778,7.06,0.2,False,0.5789473684210527,78,0,api_football_fixtures_2024,,6,1,6.9613,28.25,57.89,15.0,15.15,64.9,78,43.51,359,38,17.83,16,18,20,22,100.0,38
236955,Amin Sarr,Verona,A,24,32,25,1918,4,1,0,0,0,0,6.795,7.19,0.2,False,0.6578947368421053,78,0,api_football_fixtures_2024,,1,0,7.05175,31.57,65.79,13.5,13.64,68.77,78,46.76,319,34,21.89,19,22,25,27,100.0,34
323936,Matías Soulé,AS Roma,A,22,27,22,1799,5,5,0,0,0,0,7.343,8.03,0.2,False,0.5789473684210527,88,0,api_football_fixtures_2024,,3,0,7.78955,58.64,57.89,22.5,22.73,68.04,88,55.62,205,22,36.16,32,36,40,44,100.0,22
30415,Dušan Vlahović,Juventus,A,25,29,21,1798,10,4,0,0,0,4,6.946,8.07,0.2,False,0.5526315789473685,68,3,api_football_fixtures_2024,,3,0,7.6766000000000005,54.5,55.26,48.0,48.48,65.76,68,56.53,199,21,37.91,34,38,42,46,100.0,21
30460,Gianluca Caprari,Monza,A,32,34,18,1662,3,2,0,0,0,2,6.988,7.27,0.2,False,0.4736842105263157,38,2,api_football_fixtures_2024,,3,0,7.1713000000000005,35.96,47.37,19.0,19.19,59.1,38,39.13,422,43,13.24,11,13,15,16,100.0,43
986,Joel Pohjanpalo,Venezia,A,31,20,19,1615,6,0,0,0,0,3,7.001,7.88,0.2,False,0.5,38,3,api_football_fixtures_2024,,1,0,7.57235,50.67,50.0,28.5,28.79,69.0,38,47.61,307,33,23.05,20,23,26,28,100.0,31
140831,Zito Luvumbo,Cagliari,A,23,26,19,1614,2,2,0,0,0,0,6.759,7.03,0.2,False,0.5,78,0,api_football_fixtures_2024,,2,0,6.93515,27.29,50.0,9.0,9.09,63.51,78,39.83,409,41,13.91,12,14,16,17,100.0,40
134926,Daniel Maldini,Monza,C,24,30,18,1571,6,0,0,0,0,0,6.89,7.41,0.2,False,0.4736842105263157,78,0,api_football_fixtures_2024,,5,0,7.228,86.04,47.37,18.0,30.25,59.67,78,60.45,158,50,7.6,7,8,9,10,100.0,40
31692,Milan Đurić,Monza,A,35,27,16,1554,5,1,0,0,0,0,6.995,7.51,0.2,False,0.4210526315789473,18,0,api_football_fixtures_2024,,4,0,7.32975,41.77,42.11,16.5,16.67,59.26,18,37.08,449,47,11.42,9,11,13,14,100.0,47
162703,Casper Tengstedt,Verona,A,25,25,20,1531,6,1,0,0,0,1,6.821,7.54,0.2,False,0.5263157894736842,68,1,api_football_fixtures_2024,,2,0,7.288349999999999,40.25,52.63,23.0,23.23,64.14,68,46.3,324,35,21.28,18,21,24,26,100.0,35
286474,Matteo Cancellieri,Parma,A,23,27,19,1440,3,0,0,0,0,0,6.784,7.04,0.2,False,0.5,78,0,api_football_fixtures_2024,,2,1,6.9504,27.85,50.0,9.0,9.09,60.54,78,39.55,412,42,13.64,12,14,16,17,100.0,40
875,Paulo Dybala,AS Roma,A,32,24,16,1420,6,3,0,0,0,3,7.598,8.43,0.2,False,0.4210526315789473,38,2,api_football_fixtures_2024,,2,0,8.1388,71.46,42.11,31.0,31.31,59.35,38,50.93,263,27,27.99,25,28,31,34,100.0,26
340700,Jacopo Fazzini,Empoli,C,22,20,16,1393,4,1,0,0,0,0,7.089,7.64,0.2,False,0.4210526315789473,88,0,api_football_fixtures_2024,,2,1,7.447150000000001,88.64,42.11,13.5,22.69,62.33,88,59.81,164,53,7.39,6,7,8,9,100.0,51
59421,Daniel Mosquera,Verona,A,26,35,12,1371,5,1,0,0,0,0,6.856,7.26,0.2,False,0.3157894736842105,68,0,api_football_fixtures_2024,,4,0,7.118600000000001,34.02,31.58,16.5,16.67,50.61,68,35.83,468,51,10.4,9,10,11,12,100.0,51
281408,Vitinha,Genoa,A,25,25,16,1338,2,3,0,0,0,0,6.772,7.09,0.2,False,0.4210526315789473,68,0,api_football_fixtures_2024,,2,0,6.9787,28.89,42.11,10.5,10.61,57.61,68,36.76,456,48,11.15,9,11,13,14,100.0,47
2522,Antonio Sanabria,Torino,A,29,26,16,1331,2,1,0,0,0,0,6.714,6.95,0.2,False,0.4210526315789473,48,1,api_football_fixtures_2024,,2,0,6.8674,24.81,42.11,9.5,9.6,56.9,48,33.22,501,56,8.49,7,8,9,10,100.0,56
552,David Neres,Napoli,C,28,28,13,1294,2,4,0,0,0,0,7.056,7.39,0.2,False,0.3421052631578947,58,0,api_football_fixtures_2024,,1,0,7.2730999999999995,86.57,34.21,12.0,20.17,52.63,58,52.25,246,88,5.26,4,5,6,6,100.0,83
2799,Albert Guðmundsson,Fiorentina,A,28,24,16,1285,6,1,0,0,0,2,6.98,7.73,0.2,False,0.4210526315789473,58,2,api_football_fixtures_2024,,2,0,7.467500000000001,46.83,42.11,26.5,26.77,57.57,58,44.36,345,37,18.84,17,19,21,23,100.0,37
30629,Nicolas Viola,Cagliari,C,36,27,18,1280,3,1,0,0,0,0,6.878,7.21,0.2,False,0.4736842105263157,18,0,api_football_fixtures_2024,,2,0,7.0938,84.44,47.37,10.5,17.65,57.51,18,51.13,261,95,4.99,4,5,6,6,100.0,83
25414,John Yeboah,Venezia,C,25,33,11,1231,1,1,0,0,0,0,6.753,6.78,0.2,False,0.2894736842105263,68,0,api_football_fixtures_2024,,6,0,6.77055,80.59,28.95,4.5,7.56,48.53,68,47.01,314,118,4.1,3,4,5,5,100.0,112
483,Khvicha Kvaratskhelia,Napoli,A,24,17,15,1187,5,3,0,0,0,1,7.384,8.41,0.2,False,0.3947368421052631,78,1,api_football_fixtures_2024,,1,0,8.0509,68.23,39.47,23.0,23.23,61.68,78,52.04,247,24,29.8,27,30,33,36,100.0,24
19194,Tammy Abraham,AC Milan,A,28,29,12,1183,3,4,0,0,0,1,6.704,7.13,0.2,False,0.3157894736842105,58,2,api_football_fixtures_2024,,1,0,6.9809,28.97,31.58,20.5,20.71,49.91,58,34.01,491,54,9.04,8,9,10,11,100.0,54
21104,Randal Kolo Muani,Juventus,A,27,16,13,1164,8,1,0,0,0,1,7.13,8.69,0.2,False,0.3421052631578947,58,1,api_football_fixtures_2024,,0,0,8.144,71.65,34.21,29.0,29.29,59.63,58,50.65,272,29,27.55,25,28,31,34,100.0,26
93016,Thijs Dallinga,Bologna,A,25,31,11,1163,3,2,0,0,0,0,6.811,7.15,0.2,False,0.2894736842105263,68,0,api_football_fixtures_2024,,1,0,7.03135,30.82,28.95,12.0,12.12,48.17,68,32.93,503,57,8.3,7,8,9,10,100.0,56
30789,Christian Kouamé,Fiorentina,A,28,26,10,1127,1,1,0,0,0,0,6.948,7.08,0.2,False,0.2631578947368421,58,0,api_football_fixtures_2024,,1,0,7.0338,30.91,26.32,4.5,4.55,48.44,58,29.83,518,63,6.42,5,6,7,8,100.0,63
48193,Pontus Almqvist,Parma,A,26,29,10,1120,1,1,0,0,0,0,6.699,6.75,0.2,False,0.2631578947368421,68,0,api_football_fixtures_2024,,5,0,6.73215,19.84,26.32,4.5,4.55,47.36,68,27.34,525,70,5.18,4,5,6,6,100.0,69
30543,Giacomo Raspadori,Napoli,A,25,26,11,1119,6,1,0,0,0,0,7.294,8.01,0.2,False,0.2894736842105263,68,0,api_football_fixtures_2024,,1,0,7.759399999999999,57.54,28.95,19.5,19.7,49.3,68,42.63,373,39,16.83,15,17,19,21,100.0,39
791,Stephan El Shaarawy,AS Roma,C,33,31,12,1119,3,4,0,0,0,0,7.081,7.47,0.2,False,0.3157894736842105,28,0,api_football_fixtures_2024,,2,0,7.33385,87.3,31.58,15.0,25.21,48.4,28,49.19,293,109,4.56,4,5,6,6,100.0,83
53535,Eldor Shomurodov,AS Roma,A,30,27,11,1117,4,4,0,0,0,0,6.878,7.45,0.2,False,0.2894736842105263,48,0,api_football_fixtures_2024,,1,0,7.2498000000000005,38.84,28.95,18.0,18.18,48.88,48,34.66,486,53,9.51,9,10,11,12,100.0,51
31532,Patrick Ciurria,Monza,C,30,21,12,1117,1,1,0,0,0,0,6.902,7.07,0.2,False,0.3157894736842105,48,0,api_football_fixtures_2024,,1,0,7.0112000000000005,83.46,31.58,4.5,7.56,52.98,48,47.19,310,116,4.14,3,4,5,5,100.0,112
59,Álvaro Morata,AC Milan,A,33,16,13,1105,5,0,0,0,0,0,6.985,7.77,0.2,False,0.3421052631578947,28,0,api_football_fixtures_2024,,5,0,7.4952499999999995,47.85,34.21,15.0,15.15,58.85,28,37.56,440,45,11.83,10,12,14,15,100.0,44
2299,Pedro,Lazio,A,38,30,6,1093,10,1,0,0,0,2,7.14,8.14,0.2,False,0.1578947368421052,18,2,api_football_fixtures_2024,,2,0,7.79,58.66,15.79,38.5,38.89,43.38,18,37.63,438,44,11.89,10,12,14,15,100.0,44
19185,Keinan Davis,Udinese,A,27,23,10,1071,2,1,0,0,0,0,6.986,7.25,0.2,False,0.2631578947368421,58,0,api_football_fixtures_2024,,2,0,7.1576,35.45,26.32,7.5,7.58,48.96,58,31.87,509,60,7.61,7,8,9,10,100.0,56
1278,Yann Karamoh,Torino,A,27,29,10,1058,0,1,0,0,0,0,6.555,6.56,0.2,False,0.2631578947368421,58,0,api_football_fixtures_2024,,2,0,6.55825,13.46,26.32,1.5,1.52,46.54,58,23.7,538,80,3.72,3,4,5,5,100.0,75
343287,Dailon Rocha Livramento,Verona,A,24,29,8,953,1,1,0,0,0,0,6.566,6.64,0.2,False,0.2105263157894736,78,0,api_football_fixtures_2024,,2,1,6.6141,15.51,21.05,4.5,4.55,43.44,78,25.14,533,76,4.25,3,4,5,5,100.0,75
133729,Tijjani Noslin,Lazio,A,26,30,8,894,2,2,0,0,0,0,6.779,7.01,0.2,False,0.2105263157894736,68,0,api_football_fixtures_2024,,2,0,6.92915,27.07,21.05,9.0,9.09,42.43,68,28.37,523,68,5.67,5,6,7,8,100.0,63
42315,Mehdi Taremi,Inter,A,33,26,7,816,1,2,0,0,0,1,6.907,7.08,0.2,False,0.1842105263157894,28,1,api_football_fixtures_2024,,1,0,7.01945,30.39,18.42,9.5,9.6,41.47,28,24.66,537,79,4.06,3,4,5,5,100.0,75
1831,Ante Rebić,Lecce,A,32,27,7,799,1,0,0,0,0,0,6.745,6.76,0.2,False,0.1842105263157894,38,0,api_football_fixtures_2024,,3,1,6.75475,20.67,18.42,3.0,3.03,40.99,38,21.36,543,83,2.99,2,3,4,4,100.0,82
451504,Jeff Ekhator,Genoa,A,19,24,6,787,1,1,0,0,0,0,6.666,6.81,0.2,False,0.1578947368421052,95,0,api_football_fixtures_2024,,1,0,6.7596,20.85,15.79,4.5,4.55,40.61,95,26.7,526,71,4.89,4,5,6,6,100.0,69
2738,Christian Gytkjær,Venezia,A,35,29,6,769,2,1,0,0,0,1,6.619,6.86,0.2,False,0.1578947368421052,18,1,api_football_fixtures_2024,,0,0,6.775650000000001,21.44,15.79,11.0,11.11,39.29,18,20.29,550,89,2.71,2,3,4,4,100.0,82
39271,Ola Solbakken,Empoli,A,27,21,8,764,0,0,0,0,0,0,6.55,6.5,0.2,False,0.2105263157894736,58,0,api_football_fixtures_2024,,2,0,6.5175,11.97,21.05,0.0,0.0,43.58,58,21.19,544,84,2.94,2,3,4,4,100.0,82
292172,Mateo Pellegrino,Parma,A,24,13,8,745,3,1,0,0,0,0,6.766,7.46,0.2,False,0.2105263157894736,78,0,api_football_fixtures_2024,,2,0,7.2171,37.64,21.05,10.5,10.61,49.19,78,33.85,494,55,8.93,8,9,10,11,100.0,54
1854,Joaquín Correa,Inter,A,31,19,6,735,2,2,0,0,0,0,7.261,7.6,0.2,False,0.1578947368421052,38,0,api_football_fixtures_2024,,3,0,7.481349999999999,47.34,15.79,9.0,9.09,41.57,38,30.0,517,62,6.52,6,7,8,9,100.0,61
786,Nicolò Zaniolo,Fiorentina,C,26,23,4,700,2,2,0,0,0,0,6.658,6.83,0.2,False,0.1052631578947368,68,0,api_football_fixtures_2024,,6,1,6.7698,80.58,10.53,9.0,15.13,37.56,68,42.27,380,147,3.26,2,3,4,4,100.0,136
330599,Iker Bravo,Udinese,A,20,29,4,688,2,1,0,0,0,0,6.683,6.87,0.2,False,0.1052631578947368,95,0,api_football_fixtures_2024,,3,0,6.804550000000001,22.5,10.53,7.5,7.58,36.5,95,25.87,531,74,4.54,4,5,6,6,100.0,69
94562,Santiago Giménez,AC Milan,A,24,14,7,676,5,2,0,0,0,0,6.787,7.82,0.2,False,0.1842105263157894,78,1,api_football_fixtures_2024,,3,1,7.45845,46.49,18.42,20.0,20.2,45.39,78,37.2,445,46,11.52,10,12,14,15,100.0,44
161621,Loum Tchaouna,Lazio,C,22,24,6,653,1,0,0,0,0,0,6.455,6.46,0.2,False,0.1578947368421052,88,0,api_football_fixtures_2024,,4,1,6.45825,76.87,15.79,3.0,5.04,38.84,88,42.64,372,142,3.32,2,3,4,4,100.0,136
213,Keita Baldé,Monza,A,30,11,8,641,2,0,0,0,0,0,6.765,7.22,0.2,False,0.2105263157894736,48,0,api_football_fixtures_2024,,2,0,7.060749999999999,31.9,21.05,6.0,6.06,50.62,48,28.44,521,66,5.7,5,6,7,8,100.0,63
30438,Nicolò Cambiaghi,Bologna,A,25,18,4,614,1,3,0,0,0,0,7.049,7.38,0.2,False,0.1052631578947368,68,0,api_football_fixtures_2024,,0,0,7.26415,39.36,10.53,7.5,7.58,37.63,68,28.4,522,67,5.68,5,6,7,8,100.0,63
30509,Andrea Belotti,Como,A,32,18,7,611,2,0,0,0,0,0,6.829,7.13,0.2,False,0.1842105263157894,38,0,api_football_fixtures_2024,,1,0,7.024649999999999,30.58,18.42,6.0,6.06,41.76,38,25.05,534,77,4.21,3,4,5,5,100.0,75
2495,Duván Zapata,Torino,A,34,7,7,589,3,0,0,0,0,0,7.092,8.31,0.2,False,0.1842105263157894,28,0,api_football_fixtures_2024,,1,0,7.8837,62.1,18.42,9.0,9.09,56.75,28,36.37,461,49,10.83,9,11,13,14,100.0,47
26845,Anastasios Douvikas,Como,A,26,13,6,578,2,2,0,0,0,0,6.93,7.51,0.2,False,0.1578947368421052,68,0,api_football_fixtures_2024,,1,0,7.3069999999999995,40.94,15.79,9.0,9.09,43.14,68,31.32,512,61,7.28,6,7,8,9,100.0,61
1828,Luka Jović,AC Milan,A,28,15,6,568,2,0,0,0,0,0,6.807,7.17,0.2,False,0.1578947368421052,58,0,api_football_fixtures_2024,,1,0,7.042949999999999,31.25,15.79,6.0,6.06,41.47,58,26.55,528,72,4.82,4,5,6,6,100.0,69
18830,Marko Arnautović,Inter,A,36,18,5,562,4,2,0,0,0,0,7.028,7.78,0.2,False,0.131578947368421,18,0,api_football_fixtures_2024,,1,0,7.5168,48.64,13.16,15.0,15.15,38.34,18,28.46,520,65,5.71,5,6,7,8,100.0,63
3430,Caleb Ekuban,Genoa,A,31,18,3,543,1,3,0,0,0,0,6.723,7.03,0.2,False,0.0789473684210526,38,0,api_football_fixtures_2024,,1,0,6.92255,26.83,7.89,7.5,7.58,35.31,38,20.63,546,86,2.79,2,3,4,4,100.0,82
290536,Daniel Fila,Venezia,A,23,10,6,500,2,0,0,0,0,0,6.694,7.04,0.2,False,0.1578947368421052,78,0,api_football_fixtures_2024,,3,1,6.918900000000001,26.7,15.79,6.0,6.06,45.58,78,27.81,524,69,5.39,4,5,6,6,100.0,69
9072,Mirko Marić,Venezia,A,30,18,5,476,0,0,0,0,0,0,6.549,6.55,0.2,False,0.131578947368421,48,0,api_football_fixtures_2024,,0,0,6.54965,13.15,13.16,0.0,0.0,37.21,48,17.61,557,95,2.12,1,2,3,3,100.0,90
48389,Noah Okafor,AC Milan,A,25,15,5,469,1,0,0,0,0,0,6.547,6.75,0.2,False,0.131578947368421,68,0,api_football_fixtures_2024,,0,0,6.67895,17.89,13.16,3.0,3.03,38.5,68,21.84,542,82,3.13,2,3,4,4,100.0,82
312985,Samuele Vignato,Monza,C,21,17,3,467,0,0,0,0,0,0,6.549,6.55,0.2,False,0.0789473684210526,88,0,api_football_fixtures_2024,,0,0,6.54965,77.96,7.89,0.0,0.0,34.56,88,39.35,416,160,2.82,2,3,4,4,100.0,136
30573,Leonardo Pavoletti,Cagliari,A,37,26,1,461,2,0,0,0,0,0,6.855,6.99,0.2,False,0.0263157894736842,18,0,api_football_fixtures_2024,,5,0,6.94275,27.57,2.63,6.0,6.06,31.03,18,16.6,563,100,1.93,1,2,3,3,100.0,90
432057,Anas Haj Mohamed,Parma,A,20,15,3,455,1,2,0,0,0,0,6.796,7.0,0.2,False,0.0789473684210526,95,0,api_football_fixtures_2024,,4,0,6.928599999999999,27.05,7.89,6.0,6.06,34.99,95,26.05,530,73,4.61,4,5,6,6,100.0,69
30414,Giovanni Simeone,Napoli,A,30,30,1,440,1,1,0,0,0,0,6.592,6.71,0.2,False,0.0263157894736842,48,0,api_football_fixtures_2024,,1,0,6.6687,17.51,2.63,4.5,4.55,30.62,48,16.21,564,101,1.87,1,2,3,3,100.0,90
910,Alexis Sánchez,Udinese,A,37,13,6,439,0,0,0,0,0,0,6.666,6.67,0.2,False,0.1578947368421052,18,0,api_football_fixtures_2024,,0,0,6.6686,17.51,15.79,0.0,0.0,41.31,18,17.2,558,96,2.04,1,2,3,3,100.0,90
123,Pietro Pellegri,Empoli,A,24,11,5,413,3,0,0,0,0,0,6.943,7.63,0.2,False,0.131578947368421,78,0,api_football_fixtures_2024,,3,0,7.38955,43.97,13.16,9.0,9.09,40.8,78,32.22,507,58,7.83,7,8,9,10,100.0,56
9975,Brenner,Udinese,A,25,9,5,390,1,2,0,0,0,0,6.84,7.4,0.2,False,0.131578947368421,68,0,api_football_fixtures_2024,,0,0,7.204000000000001,37.16,13.16,6.0,6.06,43.02,68,28.9,519,64,5.93,5,6,7,8,100.0,63
383006,Alieu Njie,Torino,A,20,16,0,385,1,0,0,0,0,0,6.668,6.82,0.2,False,0.0,95,0,api_football_fixtures_2024,,1,0,6.766800000000001,21.11,0.0,3.0,3.03,29.07,95,20.8,545,85,2.84,2,3,4,4,100.0,82
30879,Andrea Petagna,Monza,A,30,13,2,333,0,0,0,0,0,0,6.612,6.57,0.2,False,0.0526315789473684,48,0,api_football_fixtures_2024,,1,0,6.5847,14.43,5.26,0.0,0.0,32.23,48,15.28,568,105,1.73,1,2,3,3,100.0,90
25079,Silvère Ganvoula,Monza,A,29,7,4,325,0,0,0,0,0,0,6.49,6.49,0.2,False,0.1052631578947368,48,0,api_football_fixtures_2024,,0,0,6.49,10.96,10.53,0.0,0.0,42.56,48,17.1,559,97,2.02,1,2,3,3,100.0,90
8643,Konan N'Dri,Lecce,A,25,11,2,313,0,0,0,0,0,0,6.634,6.63,0.2,False,0.0526315789473684,68,0,api_football_fixtures_2024,,0,0,6.631399999999999,16.15,5.26,0.0,0.0,32.66,68,17.86,556,94,2.16,1,2,3,3,100.0,90
30790,Gianluca Lapadula,Cagliari,A,35,12,1,306,0,0,0,0,0,0,6.621,6.58,0.2,False,0.0263157894736842,18,0,api_football_fixtures_2024,,1,0,6.59435,14.79,2.63,0.0,0.0,30.11,18,11.41,577,114,1.3,1,1,2,2,100.0,113
72388,Gabriel Charpentier,Parma,A,26,10,0,266,1,2,0,0,0,0,7.105,7.55,0.2,False,0.0,68,0,api_football_fixtures_2024,,1,0,7.3942499999999995,44.14,0.0,6.0,6.06,27.5,68,25.38,532,75,4.34,3,4,5,5,100.0,75
43033,Florinel Coman,Cagliari,A,27,9,2,258,1,0,0,0,0,0,6.66,6.88,0.2,False,0.0526315789473684,58,0,api_football_fixtures_2024,,2,0,6.803000000000001,22.44,5.26,3.0,3.03,32.95,58,19.4,551,90,2.49,1,2,3,3,100.0,90
