player_id,name,injury_history_available,injury_events_total,injury_events_3y,injury_burden_3y,injury_risk,injury_reference_date,injury_source
786,Nicolò Zaniolo,True,9,9,107.537,0.537,2025-06-30,api_football_sidelined
791,Stephan El Shaarawy,True,1,1,19.309,0.276,2025-06-30,api_football_sidelined
833,Jaka Bijol,True,3,3,59.097,0.41,2025-06-30,api_football_sidelined
842,Nikola Vlašić,True,6,5,91.457,0.499,2025-06-30,api_football_sidelined
849,Mattia Perin,True,3,3,78.637,0.465,2025-06-30,api_football_sidelined
858,Mattia De Sciglio,True,7,4,73.37,0.451,2025-06-30,api_football_sidelined
862,Leonardo Spinazzola,True,9,8,100.952,0.522,2025-06-30,api_football_sidelined
866,Juan Cuadrado,True,7,6,136.714,0.599,2025-06-30,api_football_sidelined
867,Grīgorīs Kastanos,True,2,2,38.203,0.343,2025-06-30,api_football_sidelined
875,Paulo Dybala,True,12,11,112.318,0.548,2025-06-30,api_football_sidelined
876,Nicolò Fagioli,True,1,1,4.823,0.22,2025-06-30,api_football_sidelined
877,Moise Kean,True,11,7,91.299,0.498,2025-06-30,api_football_sidelined
881,Hans Nicolussi Caviglia,True,3,0,0.0,0.2,2025-06-30,api_football_sidelined
882,David De Gea,True,7,0,0.0,0.2,2025-06-30,api_football_sidelined
887,Matteo Darmian,True,12,3,46.445,0.371,2025-06-30,api_football_sidelined
903,Scott McTominay,True,25,7,52.454,0.39,2025-06-30,api_football_sidelined
907,Romelu Lukaku,True,26,4,24.49,0.295,2025-06-30,api_football_sidelined
910,Alexis Sánchez,True,16,3,107.44,0.537,2025-06-30,api_football_sidelined
951,Michel Aebischer,True,4,2,89.524,0.494,2025-06-30,api_football_sidelined
986,Joel Pohjanpalo,True,8,1,18.632,0.274,2025-06-30,api_football_sidelined
1014,Simon Sohm,True,2,2,24.362,0.295,2025-06-30,api_football_sidelined
1084,Marin Pongračić,True,7,2,41.464,0.354,2025-06-30,api_football_sidelined
1090,Antoine Bernede,True,2,2,34.141,0.33,2025-06-30,api_football_sidelined
1138,Timothy Weah,True,10,5,73.412,0.451,2025-06-30,api_football_sidelined
1208,Hernani,True,7,6,105.826,0.533,2025-06-30,api_football_sidelined
1265,Yacine Adli,True,5,1,26.525,0.303,2025-06-30,api_football_sidelined
1278,Yann Karamoh,True,6,2,30.863,0.318,2025-06-30,api_football_sidelined
1282,Jesse Joronen,True,1,1,14.515,0.258,2025-06-30,api_football_sidelined
1314,Amir Rrahmani,True,3,2,11.308,0.246,2025-06-30,api_football_sidelined
1315,Petar Stojanović,True,8,0,0.0,0.2,2025-06-30,api_football_sidelined
1322,Nikola Moro,True,4,0,0.0,0.2,2025-06-30,api_football_sidelined
1358,Eljif Elmas,True,6,5,69.604,0.441,2025-06-30,api_football_sidelined
1417,Alexis Saelemaekers,True,2,2,54.321,0.395,2025-06-30,api_football_sidelined
1442,Sead Kolašinac,True,28,10,165.488,0.651,2025-06-30,api_football_sidelined
1454,Mattéo Guendouzi,True,8,4,21.243,0.283,2025-06-30,api_football_sidelined
1457,Henrikh Mkhitaryan,True,10,2,24.633,0.296,2025-06-30,api_football_sidelined
1566,Emerson Royal,True,5,3,90.378,0.496,2025-06-30,api_football_sidelined
1624,Pepe Reina,True,11,3,23.704,0.293,2025-06-30,api_football_sidelined
1627,Davide Calabria,True,8,5,66.215,0.431,2025-06-30,api_football_sidelined
1632,Alessio Romagnoli,True,6,5,56.914,0.403,2025-06-30,api_football_sidelined
1639,Marco Brescianini,True,1,1,24.367,0.295,2025-06-30,api_football_sidelined
1640,Hakan Çalhanoğlu,True,7,6,94.882,0.507,2025-06-30,api_football_sidelined
1649,Patrick Cutrone,True,6,0,0.0,0.2,2025-06-30,api_football_sidelined
1696,Samuel Chukwueze,True,9,5,79.943,0.469,2025-06-30,api_football_sidelined
1748,Lassana Coulibaly,True,4,0,0.0,0.2,2025-06-30,api_football_sidelined
1775,Samuel Gigot,True,11,10,79.868,0.469,2025-06-30,api_football_sidelined
1807,Evan Ndicka,True,5,1,3.63,0.215,2025-06-30,api_football_sidelined
1828,Luka Jović,True,10,3,69.58,0.44,2025-06-30,api_football_sidelined
1831,Ante Rebić,True,8,3,79.352,0.467,2025-06-30,api_football_sidelined
1836,Francesco Acerbi,True,5,5,84.259,0.48,2025-06-30,api_football_sidelined
1841,Patric,True,10,9,192.632,0.693,2025-06-30,api_football_sidelined
1844,Adam Marušić,True,3,3,18.57,0.274,2025-06-30,api_football_sidelined
1850,Milan Badelj,True,4,3,48.981,0.379,2025-06-30,api_football_sidelined
1852,Danilo Cataldi,True,4,4,75.934,0.458,2025-06-30,api_football_sidelined
1854,Joaquín Correa,True,7,4,56.224,0.401,2025-06-30,api_football_sidelined
1917,Mario Balotelli,True,43,5,59.155,0.41,2025-06-30,api_football_sidelined
1922,Florian Thauvin,True,13,3,136.267,0.598,2025-06-30,api_football_sidelined
1929,Jhon Lucumí,True,3,2,35.704,0.335,2025-06-30,api_football_sidelined
1938,Ruslan Malinovskyi,True,3,3,188.037,0.686,2025-06-30,api_football_sidelined
2118,Răzvan Marin,True,2,2,11.723,0.247,2025-06-30,api_football_sidelined
2286,Davide Zappacosta,True,6,3,34.072,0.329,2025-06-30,api_football_sidelined
2292,Ruben Loftus-Cheek,True,27,6,109.353,0.541,2025-06-30,api_football_sidelined
2299,Pedro,True,17,2,25.398,0.299,2025-06-30,api_football_sidelined
2443,Yordan Osorio,True,4,4,149.636,0.623,2025-06-30,api_football_sidelined
2465,Juan Musso,True,1,1,9.58,0.239,2025-06-30,api_football_sidelined
2484,Yerry Mina,True,24,7,83.565,0.479,2025-06-30,api_football_sidelined
2495,Duván Zapata,True,1,1,112.625,0.549,2025-06-30,api_football_sidelined
2522,Antonio Sanabria,True,11,1,20.899,0.282,2025-06-30,api_football_sidelined
2553,Guillermo Maripán,True,11,5,47.485,0.374,2025-06-30,api_football_sidelined
2669,Mario Hermoso,True,11,3,138.062,0.602,2025-06-30,api_football_sidelined
2674,Rui Patrício,True,1,0,0.0,0.2,2025-06-30,api_football_sidelined
2725,Benjamin Pavard,True,15,5,96.844,0.512,2025-06-30,api_football_sidelined
2734,Philip Billing,True,15,4,28.832,0.311,2025-06-30,api_football_sidelined
2738,Christian Gytkjær,False,0,0,0.0,,2025-06-30,api_football_sidelined
2763,Mario Pašalić,True,2,0,0.0,0.2,2025-06-30,api_football_sidelined
2799,Albert Guðmundsson,True,11,6,86.251,0.486,2025-06-30,api_football_sidelined
2802,Yann Sommer,True,7,3,27.253,0.305,2025-06-30,api_football_sidelined
2807,Remo Freuler,True,13,0,0.0,0.2,2025-06-30,api_football_sidelined
2822,Darko Lazović,True,3,1,4.463,0.218,2025-06-30,api_football_sidelined
2998,Łukasz Skorupski,True,2,1,18.792,0.274,2025-06-30,api_football_sidelined
3009,Karol Linetty,True,3,2,20.504,0.281,2025-06-30,api_football_sidelined
3014,Szymon Żurkowski,True,3,3,115.971,0.556,2025-06-30,api_football_sidelined
3173,Ismaël Bennacer,True,5,5,138.554,0.603,2025-06-30,api_football_sidelined
3406,Frank Anguissa,True,8,3,36.932,0.339,2025-06-30,api_football_sidelined
3430,Caleb Ekuban,True,17,8,150.413,0.625,2025-06-30,api_football_sidelined
3737,Alen Sherri,False,0,0,0.0,,2025-06-30,api_football_sidelined
6000,Lucas Martínez Quarta,True,3,2,11.537,0.247,2025-06-30,api_football_sidelined
6010,Lucas Beltrán,True,1,1,3.825,0.216,2025-06-30,api_football_sidelined
6050,Lautaro Giannetti,True,4,4,68.069,0.436,2025-06-30,api_football_sidelined
6221,Lautaro Valenti,True,5,4,57.547,0.405,2025-06-30,api_football_sidelined
6383,Martín Payero,True,4,3,93.285,0.503,2025-06-30,api_football_sidelined
6409,Nahuel Estévez,True,4,4,91.273,0.498,2025-06-30,api_football_sidelined
6420,Mateo Retegui,True,5,5,64.308,0.425,2025-06-30,api_football_sidelined
6662,Santiago Pierotti,True,1,1,14.116,0.257,2025-06-30,api_football_sidelined
6931,Liberato Cacace,True,3,0,0.0,0.2,2025-06-30,api_football_sidelined
7090,Michael Svoboda,True,1,1,128.638,0.583,2025-06-30,api_football_sidelined
7591,Sandi Lovrić,True,3,2,37.276,0.34,2025-06-30,api_football_sidelined
8574,Jean Butez,True,1,1,41.644,0.355,2025-06-30,api_football_sidelined
8586,Mërgim Vojvoda,True,4,4,60.298,0.413,2025-06-30,api_football_sidelined
8643,Konan N'Dri,True,1,1,34.375,0.33,2025-06-30,api_football_sidelined
9072,Mirko Marić,True,1,1,27.034,0.305,2025-06-30,api_football_sidelined
9975,Brenner,True,2,2,51.201,0.386,2025-06-30,api_football_sidelined
10097,Éderson,True,2,0,0.0,0.2,2025-06-30,api_football_sidelined
10238,Carlos Augusto,True,4,4,58.495,0.408,2025-06-30,api_football_sidelined
14266,Ivan Smolčić,True,1,0,0.0,0.2,2025-06-30,api_football_sidelined
14327,Domagoj Bradarić,True,5,4,78.015,0.464,2025-06-30,api_football_sidelined
14329,Ardian Ismajli,True,8,7,115.863,0.556,2025-06-30,api_football_sidelined
15673,Ylber Ramadani,True,2,1,6.703,0.227,2025-06-30,api_football_sidelined
15719,Oliver Abildgaard,True,1,1,11.017,0.245,2025-06-30,api_football_sidelined
15811,Artem Dovbyk,True,10,9,71.289,0.445,2025-06-30,api_football_sidelined
15881,Morten Frendrup,True,1,1,16.047,0.264,2025-06-30,api_football_sidelined
15905,Magnus Kofod Andersen,True,2,1,7.474,0.231,2025-06-30,api_football_sidelined
15909,Martin Frese,True,4,3,121.801,0.569,2025-06-30,api_football_sidelined
15912,Victor Nelsson,True,1,1,18.247,0.272,2025-06-30,api_football_sidelined
18767,Ademola Lookman,True,11,3,37.68,0.342,2025-06-30,api_football_sidelined
18797,Christian Kabasele,True,9,0,0.0,0.2,2025-06-30,api_football_sidelined
18799,Adam Masina,True,6,1,8.805,0.236,2025-06-30,api_football_sidelined
18830,Marko Arnautović,True,27,4,47.167,0.373,2025-06-30,api_football_sidelined
19073,Ben Godfrey,True,13,5,48.827,0.378,2025-06-30,api_football_sidelined
19185,Keinan Davis,True,12,6,134.928,0.596,2025-06-30,api_football_sidelined
19194,Tammy Abraham,True,15,5,82.915,0.477,2025-06-30,api_football_sidelined
19209,Fikayo Tomori,True,3,1,26.839,0.304,2025-06-30,api_football_sidelined
19263,Lloyd Kelly,True,13,8,103.43,0.528,2025-06-30,api_football_sidelined
19524,Che Adams,True,12,7,58.908,0.409,2025-06-30,api_football_sidelined
19824,Jordan Zemura,True,4,3,50.734,0.384,2025-06-30,api_football_sidelined
20638,Enzo Le Fée,True,10,7,109.56,0.542,2025-06-30,api_football_sidelined
20656,Enzo Ebosse,True,4,1,54.317,0.395,2025-06-30,api_football_sidelined
21104,Randal Kolo Muani,True,3,2,11.777,0.247,2025-06-30,api_football_sidelined
21509,Marcus Thuram,True,21,11,96.577,0.511,2025-06-30,api_football_sidelined
21585,Junior Sambia,True,5,1,3.018,0.212,2025-06-30,api_football_sidelined
21636,Frédéric Guilbert,True,7,1,8.692,0.235,2025-06-30,api_football_sidelined
22007,Hassane Kamara,True,7,3,61.397,0.417,2025-06-30,api_football_sidelined
22015,Boulaye Dia,True,11,5,45.602,0.368,2025-06-30,api_football_sidelined
22016,Rémi Oudin,True,2,0,0.0,0.2,2025-06-30,api_football_sidelined
22147,Manu Koné,True,12,11,71.148,0.445,2025-06-30,api_football_sidelined
22169,Wylan Cyprien,True,9,0,0.0,0.2,2025-06-30,api_football_sidelined
22174,Adrien Tameze,True,6,2,40.578,0.351,2025-06-30,api_football_sidelined
22221,Mike Maignan,True,7,5,41.637,0.355,2025-06-30,api_football_sidelined
22222,Zeki Çelik,True,9,3,41.97,0.356,2025-06-30,api_football_sidelined
22229,Jonathan Ikoné,True,9,3,19.744,0.278,2025-06-30,api_football_sidelined
22236,Rafael Leão,True,4,2,23.861,0.293,2025-06-30,api_football_sidelined
22239,Cheikh Niasse,True,7,6,56.477,0.402,2025-06-30,api_football_sidelined
22254,Youssouf Fofana,True,4,1,13.512,0.254,2025-06-30,api_football_sidelined
23253,Gaby Jean,True,1,1,74.16,0.453,2025-06-30,api_football_sidelined
24953,Yann Bisseck,True,3,3,50.126,0.382,2025-06-30,api_football_sidelined
25079,Silvère Ganvoula,True,1,1,20.291,0.28,2025-06-30,api_football_sidelined
25349,Ondrej Duda,True,4,3,37.989,0.343,2025-06-30,api_football_sidelined
25353,Valentino Lazaro,True,7,5,58.911,0.409,2025-06-30,api_football_sidelined
25414,John Yeboah,True,4,2,15.499,0.262,2025-06-30,api_football_sidelined
25914,Aarón Martín,True,4,2,25.828,0.3,2025-06-30,api_football_sidelined
26095,Marin Šverko,True,6,6,84.546,0.481,2025-06-30,api_football_sidelined
26301,Marc-Oliver Kempf,True,5,1,17.299,0.269,2025-06-30,api_football_sidelined
26303,Borna Sosa,True,18,7,96.952,0.512,2025-06-30,api_football_sidelined
26315,Nicolás González,True,7,2,61.385,0.417,2025-06-30,api_football_sidelined
26644,Christos Mandas,True,1,0,0.0,0.2,2025-06-30,api_football_sidelined
26828,Georgios Kyriakopoulos,True,1,1,20.409,0.28,2025-06-30,api_football_sidelined
26845,Anastasios Douvikas,True,3,2,16.561,0.266,2025-06-30,api_football_sidelined
28700,Bjarki Steinn Bjarkason,True,1,1,54.073,0.395,2025-06-30,api_football_sidelined
28744,Þórir Jóhann Helgason,True,1,1,10.175,0.241,2025-06-30,api_football_sidelined
30394,Pietro Terracciano,True,1,0,0.0,0.2,2025-06-30,api_football_sidelined
30396,Cristiano Biraghi,True,2,2,12.198,0.249,2025-06-30,api_football_sidelined
30414,Giovanni Simeone,True,1,0,0.0,0.2,2025-06-30,api_football_sidelined
30415,Dušan Vlahović,True,5,5,59.414,0.411,2025-06-30,api_football_sidelined
30417,Marco Carnesecchi,True,1,1,13.564,0.254,2025-06-30,api_football_sidelined
30418,Pierluigi Gollini,True,4,4,55.826,0.4,2025-06-30,api_football_sidelined
30420,Enrico Del Prato,True,1,1,13.27,0.253,2025-06-30,api_football_sidelined
30421,Berat Djimsiti,True,7,7,68.307,0.437,2025-06-30,api_football_sidelined
30422,Robin Gosens,True,6,2,27.616,0.307,2025-06-30,api_football_sidelined
30425,Gianluca Mancini,True,3,2,8.381,0.234,2025-06-30,api_football_sidelined
30428,José Luis Palomino,True,3,3,45.938,0.369,2025-06-30,api_football_sidelined
30429,Rafael Tolói,True,8,6,114.511,0.553,2025-06-30,api_football_sidelined
30431,Andrea Colpani,True,2,2,75.496,0.457,2025-06-30,api_football_sidelined
30432,Marten de Roon,True,8,4,58.287,0.407,2025-06-30,api_football_sidelined
30436,Matteo Pessina,True,2,2,93.661,0.504,2025-06-30,api_football_sidelined
30438,Nicolò Cambiaghi,True,1,1,86.869,0.487,2025-06-30,api_football_sidelined
30440,Roberto Piccoli,True,11,2,14.129,0.257,2025-06-30,api_football_sidelined
30441,Emil Audero,True,4,1,27.932,0.308,2025-06-30,api_football_sidelined
30460,Gianluca Caprari,True,4,4,105.063,0.532,2025-06-30,api_football_sidelined
30488,Riccardo Orsolini,True,3,3,48.11,0.376,2025-06-30,api_football_sidelined
30490,Nicola Sansone,True,9,3,108.451,0.539,2025-06-30,api_football_sidelined
30497,Bremer,True,1,1,111.986,0.547,2025-06-30,api_football_sidelined
30498,Lorenzo De Silvestri,True,4,3,20.774,0.282,2025-06-30,api_football_sidelined
30501,Armando Izzo,True,5,5,79.888,0.469,2025-06-30,api_football_sidelined
30505,Michel Ndary Adopo,True,3,2,14.895,0.26,2025-06-30,api_football_sidelined
30506,Daniele Baselli,True,3,3,54.82,0.397,2025-06-30,api_football_sidelined
30509,Andrea Belotti,True,1,1,6.795,0.228,2025-06-30,api_football_sidelined
30513,Ben Lhassine Kone,True,2,1,72.631,0.449,2025-06-30,api_football_sidelined
30519,Stefano Turati,True,4,3,85.471,0.484,2025-06-30,api_football_sidelined
30526,Giangiacomo Magnani,True,2,2,10.766,0.244,2025-06-30,api_football_sidelined
30532,Alfred Duncan,True,4,4,109.802,0.542,2025-06-30,api_football_sidelined
30533,Manuel Locatelli,True,3,3,30.85,0.318,2025-06-30,api_football_sidelined
30535,Stefano Sensi,True,5,4,108.627,0.54,2025-06-30,api_football_sidelined
30542,Jens Odgaard,True,5,3,83.665,0.479,2025-06-30,api_football_sidelined
30543,Giacomo Raspadori,True,1,1,8.445,0.234,2025-06-30,api_football_sidelined
30544,Gianluca Scamacca,True,9,6,262.896,0.776,2025-06-30,api_football_sidelined
30551,Nunzio Lella,False,0,0,0.0,,2025-06-30,api_football_sidelined
30553,Charalampos Lykogiannīs,True,4,4,41.524,0.355,2025-06-30,api_football_sidelined
30554,Luca Pellegrini,True,9,9,65.803,0.43,2025-06-30,api_football_sidelined
30558,Nicolò Barella,True,3,3,36.33,0.337,2025-06-30,api_football_sidelined
30561,Alessandro Deiola,True,16,0,0.0,0.2,2025-06-30,api_football_sidelined
30570,Alberto Cerri,True,3,3,74.251,0.454,2025-06-30,api_football_sidelined
30573,Leonardo Pavoletti,True,4,4,99.309,0.518,2025-06-30,api_football_sidelined
30603,Dany Mota,True,6,6,72.713,0.449,2025-06-30,api_football_sidelined
30611,Lorenzo Montipò,True,1,1,8.373,0.234,2025-06-30,api_football_sidelined
30615,Luca Caldirola,True,4,3,101.759,0.524,2025-06-30,api_football_sidelined
30629,Nicolas Viola,True,2,2,15.007,0.26,2025-06-30,api_football_sidelined
30642,Alberto Paleari,False,0,0,0.0,,2025-06-30,api_football_sidelined
30670,Michele Di Gregorio,True,3,3,18.597,0.274,2025-06-30,api_football_sidelined
30708,Samuele Birindelli,True,6,6,91.824,0.5,2025-06-30,api_football_sidelined
30731,Elia Caprile,True,1,1,46.167,0.37,2025-06-30,api_football_sidelined
30736,Mattia Bani,True,8,8,149.045,0.622,2025-06-30,api_football_sidelined
30737,Federico Barba,True,1,1,13.811,0.255,2025-06-30,api_football_sidelined
30765,Ionuț Radu,True,1,1,3.895,0.216,2025-06-30,api_football_sidelined
30768,Pedro Pereira,True,8,0,0.0,0.2,2025-06-30,api_football_sidelined
30770,Antonio Candela,True,2,0,0.0,0.2,2025-06-30,api_football_sidelined
30775,Giuseppe Pezzella,True,3,3,51.608,0.387,2025-06-30,api_football_sidelined
30780,Luca Mazzitelli,True,4,4,47.551,0.374,2025-06-30,api_football_sidelined
30784,Nicolò Rovella,True,5,3,38.951,0.346,2025-06-30,api_football_sidelined
30789,Christian Kouamé,True,3,2,82.864,0.477,2025-06-30,api_football_sidelined
30790,Gianluca Lapadula,True,3,3,38.694,0.345,2025-06-30,api_football_sidelined
30803,Antonín Barák,False,0,0,0.0,,2025-06-30,api_football_sidelined
30810,Rolando Mandragora,True,3,2,28.038,0.308,2025-06-30,api_football_sidelined
30822,Tommaso Augello,True,1,1,4.889,0.22,2025-06-30,api_football_sidelined
30827,Martin Erlić,True,6,6,114.389,0.553,2025-06-30,api_football_sidelined
30845,Emmanuel Gyasi,True,2,0,0.0,0.2,2025-06-30,api_football_sidelined
30849,Nicholas Pierini,True,1,1,9.571,0.239,2025-06-30,api_football_sidelined
30853,Kevin Bonifazi,True,4,4,101.687,0.524,2025-06-30,api_football_sidelined
30866,Manuel Lazzari,True,9,7,138.882,0.603,2025-06-30,api_football_sidelined
30875,Mattia Valoti,True,2,2,13.733,0.255,2025-06-30,api_football_sidelined
30879,Andrea Petagna,True,3,2,43.85,0.362,2025-06-30,api_football_sidelined
30915,Marco Silvestri,True,3,3,70.811,0.444,2025-06-30,api_football_sidelined
30921,Paweł Dawidowicz,True,6,6,86.599,0.486,2025-06-30,api_football_sidelined
30922,Davide Faraoni,True,7,5,61.592,0.417,2025-06-30,api_football_sidelined
30932,Liam Henderson,True,2,0,0.0,0.2,2025-06-30,api_football_sidelined
30937,Mattia Zaccagni,True,9,8,72.902,0.45,2025-06-30,api_football_sidelined
31009,Alessandro Bastoni,True,4,4,29.148,0.312,2025-06-30,api_football_sidelined
31010,Federico Dimarco,True,7,6,51.806,0.388,2025-06-30,api_football_sidelined
31021,Alberto Grassi,True,4,4,71.299,0.445,2025-06-30,api_football_sidelined
31037,Ivan Provedel,True,2,1,23.127,0.29,2025-06-30,api_football_sidelined
31042,Giovanni Di Lorenzo,True,1,0,0.0,0.2,2025-06-30,api_football_sidelined
31056,Samuele Ricci,True,6,6,64.478,0.426,2025-06-30,api_football_sidelined
31060,Francesco Caputo,True,2,2,31.749,0.321,2025-06-30,api_football_sidelined
31069,Marco Sportiello,True,2,2,78.135,0.464,2025-06-30,api_football_sidelined
31073,Edoardo Goldaniga,True,17,0,0.0,0.2,2025-06-30,api_football_sidelined
31079,Francesco Zampano,True,3,2,18.009,0.271,2025-06-30,api_football_sidelined
31094,Andrea Pinamonti,True,1,1,9.354,0.238,2025-06-30,api_football_sidelined
31098,Federico Ravaglia,True,2,0,0.0,0.2,2025-06-30,api_football_sidelined
31099,Nicolò Casale,True,7,5,56.58,0.402,2025-06-30,api_football_sidelined
31137,Stefano Sabelli,True,1,1,7.632,0.231,2025-06-30,api_football_sidelined
31156,Vanja Milinković-Savić,True,1,1,12.068,0.249,2025-06-30,api_football_sidelined
31173,Davide Frattesi,True,7,7,63.284,0.422,2025-06-30,api_football_sidelined
31219,Alessio Zerbin,True,1,0,0.0,0.2,2025-06-30,api_football_sidelined
31226,Alessandro Buongiorno,True,5,5,103.973,0.529,2025-06-30,api_football_sidelined
31273,Tommaso Pobega,True,4,3,70.627,0.443,2025-06-30,api_football_sidelined
31383,Simone Perilli,False,0,0,0.0,,2025-06-30,api_football_sidelined
31390,Pasquale Mazzocchi,True,2,2,43.729,0.362,2025-06-30,api_football_sidelined
31445,Daniele Sommariva,False,0,0,0.0,,2025-06-30,api_football_sidelined
31493,Filippo Melegoni,True,3,0,0.0,0.2,2025-06-30,api_football_sidelined
31507,Riccardo Sottil,True,4,4,60.271,0.413,2025-06-30,api_football_sidelined
31521,Alessandro Vogliacco,True,2,2,39.037,0.346,2025-06-30,api_football_sidelined
31532,Patrick Ciurria,True,5,4,109.199,0.541,2025-06-30,api_football_sidelined
31543,Antonino Gallo,True,3,3,45.225,0.367,2025-06-30,api_football_sidelined
31555,Nicolas Haas,True,2,2,125.95,0.577,2025-06-30,api_football_sidelined
31566,Semuel Pizzignacco,False,0,0,0.0,,2025-06-30,api_football_sidelined
31615,Gaetano Castrovilli,True,4,3,76.033,0.458,2025-06-30,api_football_sidelined
31624,Gabriel Strefezza,True,3,2,13.122,0.253,2025-06-30,api_football_sidelined
31631,Nicola Leali,True,1,1,6.293,0.226,2025-06-30,api_football_sidelined
31642,Luca Ranieri,True,1,1,5.132,0.221,2025-06-30,api_football_sidelined
31678,Jean-Daniel Akpa Akpro,True,7,2,43.098,0.36,2025-06-30,api_football_sidelined
31692,Milan Đurić,True,3,3,72.279,0.448,2025-06-30,api_football_sidelined
31734,Mattia Felici,True,1,1,7.11,0.229,2025-06-30,api_football_sidelined
31751,Giorgio Altare,True,2,2,30.105,0.316,2025-06-30,api_football_sidelined
31871,Alessio Iovine,False,0,0,0.0,,2025-06-30,api_football_sidelined
32034,Alberto Dossena,True,3,3,117.609,0.56,2025-06-30,api_football_sidelined
35544,Johan Vásquez,True,2,2,50.69,0.384,2025-06-30,api_football_sidelined
